query,parameter_index,parameters,results,time_seconds
bi14b,32,"{""country1"": ""Austria"", ""country2"": ""Kazakhstan""}","[{""person1.id"": 24189255813538, ""person2.id"": 26388279070251, ""city1.name"": ""Vienna"", ""score"": 2}]",0.007221
bi14b,33,"{""country1"": ""Austria"", ""country2"": ""Colombia""}","[{""person1.id"": 28587302329472, ""person2.id"": 35184372092691, ""city1.name"": ""Vienna"", ""score"": 2}]",0.010182
bi14b,34,"{""country1"": ""Azerbaijan"", ""country2"": ""Canada""}","[{""person1.id"": 24189255811081, ""person2.id"": 24189255812716, ""city1.name"": ""Baku"", ""score"": 2}]",0.005008
bi14b,35,"{""country1"": ""Azerbaijan"", ""country2"": ""Ethiopia""}",[],0.001587
bi14b,36,"{""country1"": ""Bolivia"", ""country2"": ""Afghanistan""}","[{""person1.id"": 28587302325080, ""person2.id"": 6597069766846, ""city1.name"": ""Carmen_Pampa"", ""score"": 5}]",0.005178
bi14b,37,"{""country1"": ""Azerbaijan"", ""country2"": ""Senegal""}","[{""person1.id"": 8410, ""person2.id"": 10310, ""city1.name"": ""Baku"", ""score"": 16}]",0.003616
bi14b,38,"{""country1"": ""Azerbaijan"", ""country2"": ""Netherlands""}","[{""person1.id"": 21990232556570, ""person2.id"": 19791209309084, ""city1.name"": ""Baku"", ""score"": 15}]",0.017128
bi14b,39,"{""country1"": ""Angola"", ""country2"": ""Wales""}","[{""person1.id"": 26388279074946, ""person2.id"": 24189255819086, ""city1.name"": ""Luanda"", ""score"": 15}]",0.006276
bi14b,40,"{""country1"": ""Angola"", ""country2"": ""Brazil""}","[{""person1.id"": 2199023259496, ""person2.id"": 2199023256462, ""city1.name"": ""Luanda"", ""score"": 12}]",0.015533
bi14b,41,"{""country1"": ""Azerbaijan"", ""country2"": ""Bosnia_and_Herzegovina""}","[{""person1.id"": 24189255811081, ""person2.id"": 13194139537007, ""city1.name"": ""Baku"", ""score"": 6}]",0.006725
bi14b,42,"{""country1"": ""Austria"", ""country2"": ""Cuba""}","[{""person1.id"": 24189255814562, ""person2.id"": 17592186045381, ""city1.name"": ""Vienna"", ""score"": 15}]",0.005946
bi14b,43,"{""country1"": ""Austria"", ""country2"": ""Malaysia""}","[{""person1.id"": 28587302329472, ""person2.id"": 24189255817701, ""city1.name"": ""Vienna"", ""score"": 6}]",0.004127
bi14b,44,"{""country1"": ""Austria"", ""country2"": ""Canada""}",[],0.001506
bi14b,45,"{""country1"": ""Bolivia"", ""country2"": ""Canada""}","[{""person1.id"": 2199023260638, ""person2.id"": 13194139538512, ""city1.name"": ""Carmen_Pampa"", ""score"": 15}]",0.005937
bi14b,46,"{""country1"": ""Azerbaijan"", ""country2"": ""United_Kingdom""}","[{""person1.id"": 21990232556570, ""person2.id"": 32985348833564, ""city1.name"": ""Baku"", ""score"": 1}]",0.004765
bi14b,47,"{""country1"": ""Austria"", ""country2"": ""South_Korea""}",[],0.001746
bi14b,48,"{""country1"": ""Bolivia"", ""country2"": ""Burma""}","[{""person1.id"": 19791209300792, ""person2.id"": 17592186047102, ""city1.name"": ""Carmen_Pampa"", ""score"": 6}]",0.004179
bi14b,49,"{""country1"": ""Afghanistan"", ""country2"": ""Zambia""}","[{""person1.id"": 15393162798860, ""person2.id"": 21990232561284, ""city1.name"": ""Lashkar_Gah"", ""score"": 16}]",0.006212
bi14b,50,"{""country1"": ""Austria"", ""country2"": ""Yemen""}","[{""person1.id"": 24189255814562, ""person2.id"": 37383395353984, ""city1.name"": ""Vienna"", ""score"": 1}]",0.004436
