query,parameter_index,parameters,results,time_seconds
bi19b,54,"{""city1Id"": ""129"", ""city2Id"": ""275""}","[{""person1.id"": 17592186054443, ""person2.id"": 30786325578829, ""totalWeight"": 38.0}]",0.180230
bi19b,55,"{""city1Id"": ""200"", ""city2Id"": ""248""}","[{""person1.id"": 2199023260899, ""person2.id"": 21990232564620, ""totalWeight"": 73.0}, {""person1.id"": 2199023260899, ""person2.id"": 26388279075858, ""totalWeight"": 73.0}, {""person1.id"": 2199023260899, ""person2.id"": 35184372094637, ""totalWeight"": 73.0}, {""person1.id"": 17592186045808, ""person2.id"": 26388279075858, ""totalWeight"": 73.0}, {""person1.id"": 17592186048114, ""person2.id"": 35184372094637, ""totalWeight"": 73.0}, {""person1.id"": 17592186050581, ""person2.id"": 8796093023193, ""totalWeight"": 73.0}, {""person1.id"": 19791209309372, ""person2.id"": 8796093023193, ""totalWeight"": 73.0}, {""person1.id"": 30786325582458, ""person2.id"": 2199023258475, ""totalWeight"": 73.0}]",0.244036
bi19b,56,"{""city1Id"": ""761"", ""city2Id"": ""776""}","[{""person1.id"": 21990232556400, ""person2.id"": 2715, ""totalWeight"": 36.0}]",0.140841
bi19b,57,"{""city1Id"": ""141"", ""city2Id"": ""153""}","[{""person1.id"": 6597069770566, ""person2.id"": 4398046519871, ""totalWeight"": 37.0}]",0.177728
bi19b,58,"{""city1Id"": ""465"", ""city2Id"": ""488""}","[{""person1.id"": 2199023264745, ""person2.id"": 2199023265526, ""totalWeight"": 38.0}]",0.232284
bi19b,59,"{""city1Id"": ""1385"", ""city2Id"": ""1388""}","[{""person1.id"": 2482, ""person2.id"": 3093, ""totalWeight"": 72.0}]",0.154858
bi19b,60,"{""city1Id"": ""1292"", ""city2Id"": ""1296""}","[{""person1.id"": 19791209303501, ""person2.id"": 35184372097727, ""totalWeight"": 39.0}, {""person1.id"": 26388279068748, ""person2.id"": 24189255816711, ""totalWeight"": 39.0}]",0.250965
bi19b,61,"{""city1Id"": ""211"", ""city2Id"": ""229""}","[{""person1.id"": 19791209301643, ""person2.id"": 5320, ""totalWeight"": 36.0}]",0.415553
bi19b,62,"{""city1Id"": ""116"", ""city2Id"": ""231""}","[{""person1.id"": 17592186048428, ""person2.id"": 30786325584981, ""totalWeight"": 38.0}, {""person1.id"": 17592186048428, ""person2.id"": 30786325587836, ""totalWeight"": 38.0}, {""person1.id"": 21990232566108, ""person2.id"": 17592186047476, ""totalWeight"": 38.0}]",0.233022
bi19b,63,"{""city1Id"": ""177"", ""city2Id"": ""234""}","[{""person1.id"": 66, ""person2.id"": 28587302330254, ""totalWeight"": 38.0}]",42.742734
bi19b,64,"{""city1Id"": ""367"", ""city2Id"": ""420""}","[{""person1.id"": 10995116283874, ""person2.id"": 15393162795249, ""totalWeight"": 37.0}, {""person1.id"": 24189255817687, ""person2.id"": 24189255819490, ""totalWeight"": 37.0}]",0.235970
bi19b,65,"{""city1Id"": ""145"", ""city2Id"": ""199""}","[{""person1.id"": 30786325585385, ""person2.id"": 8796093024361, ""totalWeight"": 37.0}]",0.234543
bi19b,66,"{""city1Id"": ""393"", ""city2Id"": ""456""}","[{""person1.id"": 7379, ""person2.id"": 3183, ""totalWeight"": 71.0}]",0.257181
bi19b,67,"{""city1Id"": ""1444"", ""city2Id"": ""1451""}","[{""person1.id"": 6597069767222, ""person2.id"": 35184372095104, ""totalWeight"": 37.0}, {""person1.id"": 15393162791208, ""person2.id"": 35184372095104, ""totalWeight"": 37.0}]",0.327731
bi19b,68,"{""city1Id"": ""158"", ""city2Id"": ""250""}","[{""person1.id"": 24189255811464, ""person2.id"": 26388279075933, ""totalWeight"": 74.0}, {""person1.id"": 24189255811464, ""person2.id"": 32985348840714, ""totalWeight"": 74.0}, {""person1.id"": 35184372098117, ""person2.id"": 32985348840714, ""totalWeight"": 74.0}]",0.067190
bi19b,69,"{""city1Id"": ""411"", ""city2Id"": ""465""}","[{""person1.id"": 10995116279258, ""person2.id"": 2199023264745, ""totalWeight"": 38.0}]",0.217414
bi19b,70,"{""city1Id"": ""326"", ""city2Id"": ""465""}","[{""person1.id"": 17592186054039, ""person2.id"": 19791209306049, ""totalWeight"": 39.0}]",0.159493
bi19b,71,"{""city1Id"": ""380"", ""city2Id"": ""482""}","[{""person1.id"": 28587302324633, ""person2.id"": 28587302328143, ""totalWeight"": 73.0}]",0.101087
bi19b,72,"{""city1Id"": ""151"", ""city2Id"": ""188""}","[{""person1.id"": 4398046516402, ""person2.id"": 6597069767941, ""totalWeight"": 38.0}]",0.074645
bi19b,73,"{""city1Id"": ""1288"", ""city2Id"": ""1291""}","[{""person1.id"": 19791209306189, ""person2.id"": 21990232562343, ""totalWeight"": 38.0}]",0.050812
bi19b,74,"{""city1Id"": ""364"", ""city2Id"": ""399""}","[{""person1.id"": 28587302328817, ""person2.id"": 2199023256130, ""totalWeight"": 39.0}]",0.201383
bi19b,75,"{""city1Id"": ""403"", ""city2Id"": ""405""}","[{""person1.id"": 32985348840394, ""person2.id"": 26388279069794, ""totalWeight"": 39.0}]",0.115358
bi19b,76,"{""city1Id"": ""416"", ""city2Id"": ""423""}","[{""person1.id"": 8796093031935, ""person2.id"": 4398046515986, ""totalWeight"": 36.0}]",0.587597
bi19b,77,"{""city1Id"": ""317"", ""city2Id"": ""352""}","[{""person1.id"": 21990232564477, ""person2.id"": 17592186047024, ""totalWeight"": 37.0}]",0.172154
bi19b,78,"{""city1Id"": ""671"", ""city2Id"": ""673""}","[{""person1.id"": 2199023258646, ""person2.id"": 32985348838571, ""totalWeight"": 36.0}]",0.204544
bi19b,79,"{""city1Id"": ""152"", ""city2Id"": ""255""}","[{""person1.id"": 9677, ""person2.id"": 10995116278369, ""totalWeight"": 38.0}]",0.340110
bi19b,80,"{""city1Id"": ""198"", ""city2Id"": ""279""}","[{""person1.id"": 13194139539922, ""person2.id"": 15393162790427, ""totalWeight"": 37.0}, {""person1.id"": 28587302331933, ""person2.id"": 15393162790427, ""totalWeight"": 37.0}]",0.217701
bi19b,81,"{""city1Id"": ""882"", ""city2Id"": ""904""}","[{""person1.id"": 15393162796909, ""person2.id"": 21990232556293, ""totalWeight"": 38.0}]",0.139151
bi19b,82,"{""city1Id"": ""437"", ""city2Id"": ""488""}","[{""person1.id"": 21990232564592, ""person2.id"": 28587302330231, ""totalWeight"": 38.0}]",0.255261
bi19b,83,"{""city1Id"": ""188"", ""city2Id"": ""216""}","[{""person1.id"": 6597069767941, ""person2.id"": 6597069769432, ""totalWeight"": 38.0}, {""person1.id"": 6597069767941, ""person2.id"": 28587302322913, ""totalWeight"": 38.0}, {""person1.id"": 17592186051723, ""person2.id"": 6597069767319, ""totalWeight"": 38.0}]",0.189136
bi19b,84,"{""city1Id"": ""389"", ""city2Id"": ""472""}","[{""person1.id"": 4398046513315, ""person2.id"": 21990232559802, ""totalWeight"": 38.0}, {""person1.id"": 17592186049935, ""person2.id"": 21990232559802, ""totalWeight"": 38.0}, {""person1.id"": 30786325582116, ""person2.id"": 21990232559802, ""totalWeight"": 38.0}]",0.316793
bi19b,85,"{""city1Id"": ""824"", ""city2Id"": ""825""}","[{""person1.id"": 30786325578695, ""person2.id"": 2199023256727, ""totalWeight"": 38.0}]",0.260186
bi19b,86,"{""city1Id"": ""157"", ""city2Id"": ""296""}","[{""person1.id"": 26388279073849, ""person2.id"": 13194139543607, ""totalWeight"": 37.0}]",0.214839
bi19b,87,"{""city1Id"": ""336"", ""city2Id"": ""422""}","[{""person1.id"": 19791209300778, ""person2.id"": 17592186051369, ""totalWeight"": 38.0}]",0.563408
bi19b,88,"{""city1Id"": ""129"", ""city2Id"": ""279""}","[{""person1.id"": 8796093024188, ""person2.id"": 15393162790427, ""totalWeight"": 73.0}, {""person1.id"": 17592186054443, ""person2.id"": 10995116284413, ""totalWeight"": 73.0}, {""person1.id"": 19791209305747, ""person2.id"": 10995116284413, ""totalWeight"": 73.0}]",0.143619
bi19b,89,"{""city1Id"": ""118"", ""city2Id"": ""175""}","[{""person1.id"": 474, ""person2.id"": 10995116288202, ""totalWeight"": 38.0}, {""person1.id"": 4398046518997, ""person2.id"": 10995116288202, ""totalWeight"": 38.0}]",0.074753
bi19b,90,"{""city1Id"": ""327"", ""city2Id"": ""454""}","[{""person1.id"": 37383395346223, ""person2.id"": 28587302324767, ""totalWeight"": 73.0}]",0.077442
bi19b,91,"{""city1Id"": ""430"", ""city2Id"": ""472""}","[{""person1.id"": 2199023261571, ""person2.id"": 15393162793949, ""totalWeight"": 74.0}, {""person1.id"": 2199023261571, ""person2.id"": 21990232559802, ""totalWeight"": 74.0}, {""person1.id"": 10995116285333, ""person2.id"": 13194139537479, ""totalWeight"": 74.0}, {""person1.id"": 10995116285998, ""person2.id"": 28587302323901, ""totalWeight"": 74.0}]",0.189958
bi19b,92,"{""city1Id"": ""757"", ""city2Id"": ""764""}","[{""person1.id"": 9000, ""person2.id"": 4398046521429, ""totalWeight"": 36.0}]",0.226932
bi19b,93,"{""city1Id"": ""426"", ""city2Id"": ""466""}","[{""person1.id"": 4398046511410, ""person2.id"": 4199, ""totalWeight"": 37.0}]",0.216012
bi19b,94,"{""city1Id"": ""369"", ""city2Id"": ""491""}","[{""person1.id"": 13194139542944, ""person2.id"": 2199023259060, ""totalWeight"": 36.0}]",0.184092
bi19b,95,"{""city1Id"": ""1203"", ""city2Id"": ""1204""}","[{""person1.id"": 15393162793611, ""person2.id"": 21990232561939, ""totalWeight"": 37.0}]",0.368801
bi19b,96,"{""city1Id"": ""156"", ""city2Id"": ""245""}","[{""person1.id"": 28587302332385, ""person2.id"": 30786325586455, ""totalWeight"": 72.0}]",0.139012
bi19b,97,"{""city1Id"": ""158"", ""city2Id"": ""258""}","[{""person1.id"": 24189255811464, ""person2.id"": 28587302332596, ""totalWeight"": 74.0}, {""person1.id"": 24189255811464, ""person2.id"": 37383395346298, ""totalWeight"": 74.0}]",0.116036
bi19b,98,"{""city1Id"": ""222"", ""city2Id"": ""243""}","[{""person1.id"": 8796093029396, ""person2.id"": 13194139541181, ""totalWeight"": 37.0}]",0.210340
bi19b,99,"{""city1Id"": ""563"", ""city2Id"": ""585""}","[{""person1.id"": 17592186048627, ""person2.id"": 6597069772560, ""totalWeight"": 38.0}]",0.208483
bi19b,100,"{""city1Id"": ""355"", ""city2Id"": ""454""}","[{""person1.id"": 2199023259855, ""person2.id"": 26388279074147, ""totalWeight"": 37.0}]",0.214879
bi19b,101,"{""city1Id"": ""340"", ""city2Id"": ""410""}","[{""person1.id"": 13194139536790, ""person2.id"": 13194139540236, ""totalWeight"": 38.0}]",0.268924
bi19b,102,"{""city1Id"": ""359"", ""city2Id"": ""432""}","[{""person1.id"": 26388279068701, ""person2.id"": 15393162790025, ""totalWeight"": 38.0}]",0.264171
bi19b,103,"{""city1Id"": ""170"", ""city2Id"": ""237""}","[{""person1.id"": 4398046521327, ""person2.id"": 15393162790303, ""totalWeight"": 74.0}, {""person1.id"": 24189255818153, ""person2.id"": 10995116279887, ""totalWeight"": 74.0}]",0.207563
bi19b,104,"{""city1Id"": ""273"", ""city2Id"": ""306""}","[{""person1.id"": 15393162796172, ""person2.id"": 28587302331208, ""totalWeight"": 39.0}, {""person1.id"": 21990232560776, ""person2.id"": 28587302331208, ""totalWeight"": 39.0}, {""person1.id"": 21990232566091, ""person2.id"": 15393162790313, ""totalWeight"": 39.0}]",0.232137
bi19b,105,"{""city1Id"": ""116"", ""city2Id"": ""252""}","[{""person1.id"": 2199023264794, ""person2.id"": 10995116282829, ""totalWeight"": 37.0}, {""person1.id"": 8796093026785, ""person2.id"": 10995116282829, ""totalWeight"": 37.0}]",0.297966
bi19b,106,"{""city1Id"": ""407"", ""city2Id"": ""481""}","[{""person1.id"": 21990232557444, ""person2.id"": 17592186054279, ""totalWeight"": 37.0}]",0.223241
bi19b,107,"{""city1Id"": ""398"", ""city2Id"": ""451""}","[{""person1.id"": 6597069776343, ""person2.id"": 30786325587942, ""totalWeight"": 39.0}, {""person1.id"": 26388279070165, ""person2.id"": 30786325587942, ""totalWeight"": 39.0}]",0.188643
bi19b,108,"{""city1Id"": ""596"", ""city2Id"": ""632""}","[{""person1.id"": 30786325582414, ""person2.id"": 3579, ""totalWeight"": 38.0}]",0.416846
bi19b,109,"{""city1Id"": ""324"", ""city2Id"": ""429""}","[{""person1.id"": 32985348833887, ""person2.id"": 2199023265402, ""totalWeight"": 39.0}]",0.180782
bi19b,110,"{""city1Id"": ""397"", ""city2Id"": ""416""}","[{""person1.id"": 10995116282575, ""person2.id"": 10995116279993, ""totalWeight"": 36.0}]",0.375843
bi19b,111,"{""city1Id"": ""927"", ""city2Id"": ""941""}","[{""person1.id"": 8796093023368, ""person2.id"": 19791209302883, ""totalWeight"": 38.0}]",0.335875
bi19b,112,"{""city1Id"": ""1316"", ""city2Id"": ""1320""}","[{""person1.id"": 6916, ""person2.id"": 32985348835145, ""totalWeight"": 37.0}]",0.326708
bi19b,113,"{""city1Id"": ""256"", ""city2Id"": ""293""}","[{""person1.id"": 17592186050170, ""person2.id"": 8796093022707, ""totalWeight"": 73.0}]",0.018818
bi19b,114,"{""city1Id"": ""597"", ""city2Id"": ""602""}","[{""person1.id"": 2199023255807, ""person2.id"": 10995116280560, ""totalWeight"": 37.0}]",0.074507
bi19b,115,"{""city1Id"": ""1289"", ""city2Id"": ""1296""}","[{""person1.id"": 4398046517258, ""person2.id"": 24189255816711, ""totalWeight"": 37.0}, {""person1.id"": 13194139543196, ""person2.id"": 19791209302061, ""totalWeight"": 37.0}, {""person1.id"": 17592186045596, ""person2.id"": 19791209302061, ""totalWeight"": 37.0}]",0.228806
bi19b,116,"{""city1Id"": ""255"", ""city2Id"": ""261""}","[{""person1.id"": 2199023260496, ""person2.id"": 21990232559935, ""totalWeight"": 37.0}]",0.407087
bi19b,117,"{""city1Id"": ""255"", ""city2Id"": ""257""}","[{""person1.id"": 17592186049417, ""person2.id"": 24189255811793, ""totalWeight"": 39.0}]",0.424357
bi19b,118,"{""city1Id"": ""413"", ""city2Id"": ""467""}","[{""person1.id"": 13194139535518, ""person2.id"": 2199023260477, ""totalWeight"": 37.0}]",0.280895
bi19b,119,"{""city1Id"": ""471"", ""city2Id"": ""484""}","[{""person1.id"": 4398046520134, ""person2.id"": 15393162794203, ""totalWeight"": 72.0}]",0.280041
bi19b,120,"{""city1Id"": ""249"", ""city2Id"": ""278""}","[{""person1.id"": 15393162790754, ""person2.id"": 28587302329901, ""totalWeight"": 39.0}]",0.191690
bi19b,121,"{""city1Id"": ""112"", ""city2Id"": ""207""}","[{""person1.id"": 10995116278456, ""person2.id"": 4398046520855, ""totalWeight"": 37.0}]",0.073199
bi19b,122,"{""city1Id"": ""336"", ""city2Id"": ""385""}","[{""person1.id"": 10995116288145, ""person2.id"": 2199023255745, ""totalWeight"": 73.0}, {""person1.id"": 10995116288145, ""person2.id"": 21990232558337, ""totalWeight"": 73.0}]",0.306523
bi19b,123,"{""city1Id"": ""331"", ""city2Id"": ""346""}","[{""person1.id"": 26388279070357, ""person2.id"": 28587302331774, ""totalWeight"": 39.0}]",0.156167
bi19b,124,"{""city1Id"": ""714"", ""city2Id"": ""728""}","[{""person1.id"": 19791209307645, ""person2.id"": 28587302332032, ""totalWeight"": 38.0}]",0.158630
bi19b,125,"{""city1Id"": ""378"", ""city2Id"": ""498""}","[{""person1.id"": 21990232564056, ""person2.id"": 13194139542199, ""totalWeight"": 38.0}]",0.287313
bi19b,126,"{""city1Id"": ""185"", ""city2Id"": ""223""}","[{""person1.id"": 19791209300009, ""person2.id"": 24189255813846, ""totalWeight"": 37.0}]",0.507953
bi19b,127,"{""city1Id"": ""229"", ""city2Id"": ""254""}","[{""person1.id"": 5320, ""person2.id"": 19791209305058, ""totalWeight"": 36.0}]",0.371536
bi19b,128,"{""city1Id"": ""1325"", ""city2Id"": ""1330""}","[{""person1.id"": 13194139542022, ""person2.id"": 13194139543785, ""totalWeight"": 37.0}]",0.259931
bi19b,129,"{""city1Id"": ""350"", ""city2Id"": ""370""}","[{""person1.id"": 19791209303074, ""person2.id"": 28587302332574, ""totalWeight"": 37.0}]",0.294284
bi19b,130,"{""city1Id"": ""794"", ""city2Id"": ""801""}","[{""person1.id"": 24189255814636, ""person2.id"": 24189255811750, ""totalWeight"": 38.0}]",0.157018
bi19b,131,"{""city1Id"": ""223"", ""city2Id"": ""300""}","[{""person1.id"": 504, ""person2.id"": 9104, ""totalWeight"": 72.0}, {""person1.id"": 504, ""person2.id"": 4398046511304, ""totalWeight"": 72.0}, {""person1.id"": 6974, ""person2.id"": 9104, ""totalWeight"": 72.0}]",0.380782
bi19b,132,"{""city1Id"": ""623"", ""city2Id"": ""629""}","[{""person1.id"": 2199023261502, ""person2.id"": 13194139538973, ""totalWeight"": 37.0}, {""person1.id"": 17592186054199, ""person2.id"": 13194139538973, ""totalWeight"": 37.0}]",43.947173
bi19b,133,"{""city1Id"": ""222"", ""city2Id"": ""264""}","[{""person1.id"": 8796093029396, ""person2.id"": 21990232558345, ""totalWeight"": 37.0}]",0.278327
