query,parameter_index,parameters,results,time_seconds
bi19b,134,"{""city1Id"": ""342"", ""city2Id"": ""505""}","[{""person1.id"": 2199023256307, ""person2.id"": 32985348843490, ""totalWeight"": 37.0}]",0.239110
bi19b,135,"{""city1Id"": ""774"", ""city2Id"": ""777""}","[{""person1.id"": 13194139538167, ""person2.id"": 32985348835033, ""totalWeight"": 38.0}]",0.141614
bi19b,136,"{""city1Id"": ""664"", ""city2Id"": ""673""}","[{""person1.id"": 21990232558284, ""person2.id"": 6597069774007, ""totalWeight"": 73.0}, {""person1.id"": 21990232558284, ""person2.id"": 32985348838571, ""totalWeight"": 73.0}]",0.123384
bi19b,137,"{""city1Id"": ""696"", ""city2Id"": ""708""}","[{""person1.id"": 4398046515843, ""person2.id"": 4398046519143, ""totalWeight"": 36.0}]",0.420719
bi19b,138,"{""city1Id"": ""477"", ""city2Id"": ""482""}","[{""person1.id"": 8796093023444, ""person2.id"": 28587302328143, ""totalWeight"": 72.0}]",0.102627
bi19b,139,"{""city1Id"": ""217"", ""city2Id"": ""259""}","[{""person1.id"": 4398046514467, ""person2.id"": 32985348838083, ""totalWeight"": 37.0}]",0.623124
bi19b,140,"{""city1Id"": ""1000"", ""city2Id"": ""1001""}","[{""person1.id"": 4398046516808, ""person2.id"": 10995116278875, ""totalWeight"": 72.0}]",0.113861
bi19b,141,"{""city1Id"": ""325"", ""city2Id"": ""504""}","[{""person1.id"": 2199023262010, ""person2.id"": 6597069767981, ""totalWeight"": 37.0}]",0.174711
bi19b,142,"{""city1Id"": ""171"", ""city2Id"": ""302""}","[{""person1.id"": 26388279070276, ""person2.id"": 35184372094619, ""totalWeight"": 38.0}]",0.214761
bi19b,143,"{""city1Id"": ""375"", ""city2Id"": ""457""}","[{""person1.id"": 6597069775317, ""person2.id"": 19791209302942, ""totalWeight"": 73.0}, {""person1.id"": 30786325580765, ""person2.id"": 10995116286396, ""totalWeight"": 73.0}]",0.249650
bi19b,144,"{""city1Id"": ""150"", ""city2Id"": ""302""}","[{""person1.id"": 2199023261649, ""person2.id"": 9758, ""totalWeight"": 38.0}, {""person1.id"": 2199023261649, ""person2.id"": 30786325584956, ""totalWeight"": 38.0}]",0.181207
bi19b,145,"{""city1Id"": ""153"", ""city2Id"": ""177""}","[{""person1.id"": 4398046519871, ""person2.id"": 66, ""totalWeight"": 37.0}]",0.158936
bi19b,146,"{""city1Id"": ""962"", ""city2Id"": ""963""}","[{""person1.id"": 6597069773452, ""person2.id"": 2199023264591, ""totalWeight"": 38.0}]",0.111517
bi19b,147,"{""city1Id"": ""153"", ""city2Id"": ""223""}","[{""person1.id"": 4398046519871, ""person2.id"": 26388279068799, ""totalWeight"": 37.0}, {""person1.id"": 4398046519871, ""person2.id"": 35184372094614, ""totalWeight"": 37.0}]",0.385669
bi19b,148,"{""city1Id"": ""170"", ""city2Id"": ""228""}","[{""person1.id"": 8796093029911, ""person2.id"": 35184372098116, ""totalWeight"": 38.0}, {""person1.id"": 35184372089840, ""person2.id"": 15393162796938, ""totalWeight"": 38.0}]",0.375809
bi19b,149,"{""city1Id"": ""126"", ""city2Id"": ""128""}","[{""person1.id"": 19791209303398, ""person2.id"": 15393162789362, ""totalWeight"": 38.0}, {""person1.id"": 19791209303398, ""person2.id"": 24189255821466, ""totalWeight"": 38.0}]",0.273781
bi19b,150,"{""city1Id"": ""118"", ""city2Id"": ""137""}","[{""person1.id"": 474, ""person2.id"": 4398046511202, ""totalWeight"": 37.0}]",0.064861
bi19b,151,"{""city1Id"": ""426"", ""city2Id"": ""467""}","[{""person1.id"": 4398046511410, ""person2.id"": 2199023260477, ""totalWeight"": 73.0}, {""person1.id"": 4398046511410, ""person2.id"": 2199023263558, ""totalWeight"": 73.0}]",0.286462
bi19b,152,"{""city1Id"": ""311"", ""city2Id"": ""468""}","[{""person1.id"": 15393162793717, ""person2.id"": 19791209302424, ""totalWeight"": 73.0}]",0.230883
bi19b,153,"{""city1Id"": ""312"", ""city2Id"": ""441""}","[{""person1.id"": 17592186051306, ""person2.id"": 13194139540915, ""totalWeight"": 37.0}]",0.284720
bi19b,154,"{""city1Id"": ""319"", ""city2Id"": ""456""}","[{""person1.id"": 35184372098751, ""person2.id"": 30786325581872, ""totalWeight"": 39.0}]",0.208181
bi19b,155,"{""city1Id"": ""141"", ""city2Id"": ""306""}","[{""person1.id"": 19791209309123, ""person2.id"": 10995116286707, ""totalWeight"": 73.0}, {""person1.id"": 19791209309123, ""person2.id"": 15393162790313, ""totalWeight"": 73.0}, {""person1.id"": 28587302328643, ""person2.id"": 19791209302990, ""totalWeight"": 73.0}]",0.246994
bi19b,156,"{""city1Id"": ""880"", ""city2Id"": ""909""}","[{""person1.id"": 19791209304624, ""person2.id"": 21990232565005, ""totalWeight"": 38.0}]",0.191796
bi19b,157,"{""city1Id"": ""384"", ""city2Id"": ""421""}","[{""person1.id"": 2199023256108, ""person2.id"": 10995116283294, ""totalWeight"": 72.0}]",0.135563
bi19b,158,"{""city1Id"": ""843"", ""city2Id"": ""868""}","[{""person1.id"": 21990232565563, ""person2.id"": 19791209309051, ""totalWeight"": 38.0}]",0.150159
bi19b,159,"{""city1Id"": ""365"", ""city2Id"": ""402""}","[{""person1.id"": 13194139536784, ""person2.id"": 17592186048395, ""totalWeight"": 38.0}, {""person1.id"": 32985348843830, ""person2.id"": 2199023265970, ""totalWeight"": 38.0}]",0.432249
bi19b,160,"{""city1Id"": ""462"", ""city2Id"": ""478""}","[{""person1.id"": 13194139536351, ""person2.id"": 19791209309689, ""totalWeight"": 38.0}]",0.286884
bi19b,161,"{""city1Id"": ""175"", ""city2Id"": ""229""}","[{""person1.id"": 10995116288202, ""person2.id"": 21990232556242, ""totalWeight"": 39.0}]",0.156589
bi19b,162,"{""city1Id"": ""134"", ""city2Id"": ""272""}","[{""person1.id"": 10995116284819, ""person2.id"": 30786325581709, ""totalWeight"": 38.0}]",0.302224
bi19b,163,"{""city1Id"": ""1435"", ""city2Id"": ""1440""}","[{""person1.id"": 30786325583545, ""person2.id"": 21990232563252, ""totalWeight"": 37.0}]",0.346899
bi19b,164,"{""city1Id"": ""167"", ""city2Id"": ""205""}","[{""person1.id"": 4398046511513, ""person2.id"": 21990232561368, ""totalWeight"": 38.0}]",0.168375
bi19b,165,"{""city1Id"": ""678"", ""city2Id"": ""694""}","[{""person1.id"": 4398046514021, ""person2.id"": 2199023259958, ""totalWeight"": 37.0}]",0.206514
bi19b,166,"{""city1Id"": ""392"", ""city2Id"": ""420""}","[{""person1.id"": 2199023264336, ""person2.id"": 4398046517760, ""totalWeight"": 38.0}]",0.379549
bi19b,167,"{""city1Id"": ""370"", ""city2Id"": ""401""}","[{""person1.id"": 8796093026176, ""person2.id"": 7404, ""totalWeight"": 73.0}, {""person1.id"": 28587302324142, ""person2.id"": 7404, ""totalWeight"": 73.0}, {""person1.id"": 28587302332574, ""person2.id"": 7404, ""totalWeight"": 73.0}, {""person1.id"": 32985348836413, ""person2.id"": 35184372097104, ""totalWeight"": 73.0}]",0.307608
bi19b,168,"{""city1Id"": ""201"", ""city2Id"": ""206""}","[{""person1.id"": 2199023263200, ""person2.id"": 4398046512258, ""totalWeight"": 38.0}]",0.099589
bi19b,169,"{""city1Id"": ""116"", ""city2Id"": ""296""}","[{""person1.id"": 8796093026785, ""person2.id"": 13194139543607, ""totalWeight"": 36.0}]",0.369372
bi19b,170,"{""city1Id"": ""122"", ""city2Id"": ""250""}","[{""person1.id"": 15393162798794, ""person2.id"": 35184372092820, ""totalWeight"": 37.0}]",0.168657
bi19b,171,"{""city1Id"": ""196"", ""city2Id"": ""260""}","[{""person1.id"": 21990232557637, ""person2.id"": 17592186045954, ""totalWeight"": 38.0}, {""person1.id"": 21990232557637, ""person2.id"": 17592186052378, ""totalWeight"": 38.0}]",0.260359
bi19b,172,"{""city1Id"": ""429"", ""city2Id"": ""487""}","[{""person1.id"": 2199023265402, ""person2.id"": 13194139542917, ""totalWeight"": 38.0}]",0.183779
bi19b,173,"{""city1Id"": ""128"", ""city2Id"": ""149""}","[{""person1.id"": 4398046512801, ""person2.id"": 3576, ""totalWeight"": 72.0}]",0.348654
bi19b,174,"{""city1Id"": ""608"", ""city2Id"": ""634""}","[{""person1.id"": 6597069774672, ""person2.id"": 17592186044476, ""totalWeight"": 37.0}]",0.186527
bi19b,175,"{""city1Id"": ""133"", ""city2Id"": ""134""}","[{""person1.id"": 6597069768442, ""person2.id"": 10995116284819, ""totalWeight"": 36.0}]",0.356793
bi19b,176,"{""city1Id"": ""150"", ""city2Id"": ""281""}","[{""person1.id"": 2199023261649, ""person2.id"": 19791209307774, ""totalWeight"": 38.0}, {""person1.id"": 2199023261649, ""person2.id"": 24189255812667, ""totalWeight"": 38.0}, {""person1.id"": 19791209301598, ""person2.id"": 19791209307774, ""totalWeight"": 38.0}]",0.201106
bi19b,177,"{""city1Id"": ""362"", ""city2Id"": ""382""}","[{""person1.id"": 2199023256436, ""person2.id"": 8796093028449, ""totalWeight"": 37.0}]",0.113660
bi19b,178,"{""city1Id"": ""121"", ""city2Id"": ""168""}","[{""person1.id"": 15393162789519, ""person2.id"": 28587302327643, ""totalWeight"": 37.0}]",0.348103
bi19b,179,"{""city1Id"": ""111"", ""city2Id"": ""234""}","[{""person1.id"": 8796093023472, ""person2.id"": 28587302330254, ""totalWeight"": 37.0}, {""person1.id"": 13194139539328, ""person2.id"": 15393162791551, ""totalWeight"": 37.0}]",0.126179
bi19b,180,"{""city1Id"": ""268"", ""city2Id"": ""284""}","[{""person1.id"": 2199023260693, ""person2.id"": 35184372093387, ""totalWeight"": 36.0}]",0.187789
bi19b,181,"{""city1Id"": ""400"", ""city2Id"": ""488""}","[{""person1.id"": 28587302327032, ""person2.id"": 28587302328111, ""totalWeight"": 38.0}]",0.449065
bi19b,182,"{""city1Id"": ""183"", ""city2Id"": ""192""}","[{""person1.id"": 13194139542206, ""person2.id"": 15393162796516, ""totalWeight"": 36.0}]",0.250486
bi19b,183,"{""city1Id"": ""801"", ""city2Id"": ""814""}","[{""person1.id"": 24189255811750, ""person2.id"": 15393162792823, ""totalWeight"": 37.0}]",0.097424
bi19b,184,"{""city1Id"": ""679"", ""city2Id"": ""684""}","[{""person1.id"": 24189255812571, ""person2.id"": 13194139536663, ""totalWeight"": 39.0}]",0.308491
bi19b,185,"{""city1Id"": ""639"", ""city2Id"": ""640""}","[{""person1.id"": 21990232561467, ""person2.id"": 15393162795056, ""totalWeight"": 39.0}]",0.254318
bi19b,186,"{""city1Id"": ""875"", ""city2Id"": ""892""}","[{""person1.id"": 9762, ""person2.id"": 13194139533742, ""totalWeight"": 37.0}]",0.267393
bi19b,187,"{""city1Id"": ""171"", ""city2Id"": ""261""}","[{""person1.id"": 26388279070276, ""person2.id"": 21990232559935, ""totalWeight"": 38.0}]",0.304346
bi19b,188,"{""city1Id"": ""741"", ""city2Id"": ""748""}","[{""person1.id"": 10377, ""person2.id"": 2199023265453, ""totalWeight"": 37.0}, {""person1.id"": 10377, ""person2.id"": 4398046516769, ""totalWeight"": 37.0}]",0.135829
bi19b,189,"{""city1Id"": ""392"", ""city2Id"": ""421""}","[{""person1.id"": 13194139539577, ""person2.id"": 28587302330894, ""totalWeight"": 37.0}]",0.205081
bi19b,190,"{""city1Id"": ""126"", ""city2Id"": ""222""}","[{""person1.id"": 35184372094132, ""person2.id"": 8796093028172, ""totalWeight"": 38.0}]",0.263318
bi19b,191,"{""city1Id"": ""156"", ""city2Id"": ""309""}","[{""person1.id"": 24189255818939, ""person2.id"": 2199023260517, ""totalWeight"": 38.0}]",0.358126
bi19b,192,"{""city1Id"": ""375"", ""city2Id"": ""495""}","[{""person1.id"": 19791209308889, ""person2.id"": 15393162789356, ""totalWeight"": 37.0}]",0.271559
bi19b,193,"{""city1Id"": ""1235"", ""city2Id"": ""1236""}","[{""person1.id"": 28587302330713, ""person2.id"": 28587302331603, ""totalWeight"": 38.0}]",0.070541
bi19b,194,"{""city1Id"": ""399"", ""city2Id"": ""475""}","[{""person1.id"": 8796093026279, ""person2.id"": 8796093030401, ""totalWeight"": 36.0}]",0.524409
bi19b,195,"{""city1Id"": ""945"", ""city2Id"": ""950""}","[{""person1.id"": 6597069772579, ""person2.id"": 15393162792958, ""totalWeight"": 74.0}]",0.167177
bi19b,196,"{""city1Id"": ""811"", ""city2Id"": ""812""}","[{""person1.id"": 28587302331673, ""person2.id"": 28587302329684, ""totalWeight"": 38.0}]",0.274483
bi19b,197,"{""city1Id"": ""208"", ""city2Id"": ""279""}","[{""person1.id"": 15393162799297, ""person2.id"": 15393162790427, ""totalWeight"": 38.0}]",0.257823
bi19b,198,"{""city1Id"": ""319"", ""city2Id"": ""333""}","[{""person1.id"": 6597069774737, ""person2.id"": 26388279076862, ""totalWeight"": 37.0}]",0.242451
bi19b,199,"{""city1Id"": ""310"", ""city2Id"": ""485""}","[{""person1.id"": 8796093023886, ""person2.id"": 8018, ""totalWeight"": 37.0}]",0.283979
bi19b,200,"{""city1Id"": ""1010"", ""city2Id"": ""1017""}","[{""person1.id"": 10995116283553, ""person2.id"": 6597069774660, ""totalWeight"": 38.0}, {""person1.id"": 10995116283553, ""person2.id"": 19791209300949, ""totalWeight"": 38.0}]",0.664474
bi19b,201,"{""city1Id"": ""205"", ""city2Id"": ""279""}","[{""person1.id"": 10995116282628, ""person2.id"": 15393162790427, ""totalWeight"": 37.0}]",0.260311
bi19b,202,"{""city1Id"": ""141"", ""city2Id"": ""234""}","[{""person1.id"": 19791209309123, ""person2.id"": 21990232555607, ""totalWeight"": 38.0}, {""person1.id"": 21990232564391, ""person2.id"": 28587302330254, ""totalWeight"": 38.0}]",0.164255
bi19b,203,"{""city1Id"": ""403"", ""city2Id"": ""468""}","[{""person1.id"": 24189255813721, ""person2.id"": 19791209306632, ""totalWeight"": 38.0}, {""person1.id"": 24189255813721, ""person2.id"": 30786325584844, ""totalWeight"": 38.0}]",42.404338
bi19b,204,"{""city1Id"": ""555"", ""city2Id"": ""575""}","[{""person1.id"": 15393162792517, ""person2.id"": 15393162795042, ""totalWeight"": 37.0}]",0.281699
bi19b,205,"{""city1Id"": ""212"", ""city2Id"": ""231""}","[{""person1.id"": 10995116286944, ""person2.id"": 17592186047476, ""totalWeight"": 39.0}, {""person1.id"": 28587302326093, ""person2.id"": 17592186047476, ""totalWeight"": 39.0}, {""person1.id"": 30786325583499, ""person2.id"": 17592186048260, ""totalWeight"": 39.0}]",0.294900
bi19b,206,"{""city1Id"": ""420"", ""city2Id"": ""448""}","[{""person1.id"": 21990232563544, ""person2.id"": 10995116279939, ""totalWeight"": 37.0}]",0.395352
bi19b,207,"{""city1Id"": ""407"", ""city2Id"": ""502""}","[{""person1.id"": 21990232557444, ""person2.id"": 19791209303940, ""totalWeight"": 38.0}]",0.148980
bi19b,208,"{""city1Id"": ""195"", ""city2Id"": ""204""}","[{""person1.id"": 4398046519912, ""person2.id"": 13194139538022, ""totalWeight"": 73.0}, {""person1.id"": 24189255812819, ""person2.id"": 2199023257113, ""totalWeight"": 73.0}]",0.102096
bi19b,209,"{""city1Id"": ""179"", ""city2Id"": ""231""}","[{""person1.id"": 17592186050065, ""person2.id"": 30786325584981, ""totalWeight"": 39.0}]",0.186390
bi19b,210,"{""city1Id"": ""739"", ""city2Id"": ""742""}","[{""person1.id"": 13194139535397, ""person2.id"": 2199023256642, ""totalWeight"": 72.0}, {""person1.id"": 13194139535397, ""person2.id"": 4398046521089, ""totalWeight"": 72.0}]",0.192596
bi19b,211,"{""city1Id"": ""342"", ""city2Id"": ""448""}","[{""person1.id"": 4398046513036, ""person2.id"": 3903, ""totalWeight"": 72.0}, {""person1.id"": 4398046513036, ""person2.id"": 15393162794859, ""totalWeight"": 72.0}, {""person1.id"": 4398046513036, ""person2.id"": 24189255812612, ""totalWeight"": 72.0}]",0.279995
bi19b,212,"{""city1Id"": ""370"", ""city2Id"": ""493""}","[{""person1.id"": 32985348836413, ""person2.id"": 2199023260862, ""totalWeight"": 37.0}]",0.415858
bi19b,213,"{""city1Id"": ""252"", ""city2Id"": ""266""}","[{""person1.id"": 2199023258230, ""person2.id"": 4398046512623, ""totalWeight"": 36.0}]",0.469119
bi19b,214,"{""city1Id"": ""409"", ""city2Id"": ""466""}","[{""person1.id"": 30786325587579, ""person2.id"": 4199, ""totalWeight"": 37.0}]",0.350287
bi19b,215,"{""city1Id"": ""190"", ""city2Id"": ""255""}","[{""person1.id"": 15393162797039, ""person2.id"": 17592186049417, ""totalWeight"": 39.0}]",0.311498
bi19b,216,"{""city1Id"": ""1042"", ""city2Id"": ""1048""}","[{""person1.id"": 17592186045207, ""person2.id"": 21990232558842, ""totalWeight"": 39.0}]",0.178127
bi19b,217,"{""city1Id"": ""257"", ""city2Id"": ""273""}","[{""person1.id"": 10995116287122, ""person2.id"": 21990232560776, ""totalWeight"": 37.0}, {""person1.id"": 21990232564841, ""person2.id"": 15393162790264, ""totalWeight"": 37.0}]",0.316758
bi19b,218,"{""city1Id"": ""211"", ""city2Id"": ""307""}","[{""person1.id"": 6597069768340, ""person2.id"": 4398046516137, ""totalWeight"": 38.0}, {""person1.id"": 19791209301614, ""person2.id"": 19791209303127, ""totalWeight"": 38.0}]",0.536354
bi19b,219,"{""city1Id"": ""226"", ""city2Id"": ""286""}","[{""person1.id"": 26388279070832, ""person2.id"": 15393162791606, ""totalWeight"": 38.0}]",0.118346
bi19b,220,"{""city1Id"": ""201"", ""city2Id"": ""289""}","[{""person1.id"": 2199023263200, ""person2.id"": 2199023261320, ""totalWeight"": 38.0}]",0.216066
bi19b,221,"{""city1Id"": ""388"", ""city2Id"": ""498""}","[{""person1.id"": 10995116278639, ""person2.id"": 17592186050928, ""totalWeight"": 39.0}]",0.084433
bi19b,222,"{""city1Id"": ""363"", ""city2Id"": ""372""}","[{""person1.id"": 6597069777069, ""person2.id"": 10995116287790, ""totalWeight"": 38.0}, {""person1.id"": 8796093023485, ""person2.id"": 10995116287790, ""totalWeight"": 38.0}, {""person1.id"": 17592186048049, ""person2.id"": 10995116287790, ""totalWeight"": 38.0}]",0.356444
bi19b,223,"{""city1Id"": ""741"", ""city2Id"": ""744""}","[{""person1.id"": 10377, ""person2.id"": 5074, ""totalWeight"": 37.0}, {""person1.id"": 10377, ""person2.id"": 15393162799386, ""totalWeight"": 37.0}, {""person1.id"": 4398046516674, ""person2.id"": 8796093025677, ""totalWeight"": 37.0}, {""person1.id"": 4398046516674, ""person2.id"": 15393162799386, ""totalWeight"": 37.0}]",0.201483
bi19b,224,"{""city1Id"": ""333"", ""city2Id"": ""350""}","[{""person1.id"": 4398046521444, ""person2.id"": 17592186047933, ""totalWeight"": 37.0}]",0.470677
bi19b,225,"{""city1Id"": ""170"", ""city2Id"": ""294""}","[{""person1.id"": 8796093029911, ""person2.id"": 2718, ""totalWeight"": 72.0}]",0.350415
bi19b,226,"{""city1Id"": ""328"", ""city2Id"": ""486""}","[{""person1.id"": 4398046513491, ""person2.id"": 24189255815387, ""totalWeight"": 37.0}]",0.271161
bi19b,227,"{""city1Id"": ""585"", ""city2Id"": ""594""}","[{""person1.id"": 10995116279716, ""person2.id"": 21990232557282, ""totalWeight"": 38.0}]",0.632114
bi19b,228,"{""city1Id"": ""144"", ""city2Id"": ""152""}","[{""person1.id"": 2199023260051, ""person2.id"": 2199023258705, ""totalWeight"": 72.0}]",0.232479
bi19b,229,"{""city1Id"": ""354"", ""city2Id"": ""473""}","[{""person1.id"": 15393162799092, ""person2.id"": 17592186052481, ""totalWeight"": 39.0}]",0.385448
bi19b,230,"{""city1Id"": ""367"", ""city2Id"": ""502""}","[{""person1.id"": 10613, ""person2.id"": 141, ""totalWeight"": 37.0}, {""person1.id"": 10995116283874, ""person2.id"": 13194139542378, ""totalWeight"": 37.0}, {""person1.id"": 10995116283874, ""person2.id"": 19791209303940, ""totalWeight"": 37.0}]",0.225040
bi19b,231,"{""city1Id"": ""915"", ""city2Id"": ""942""}","[{""person1.id"": 13194139542965, ""person2.id"": 13194139541795, ""totalWeight"": 36.0}]",0.451385
bi19b,232,"{""city1Id"": ""1205"", ""city2Id"": ""1206""}","[{""person1.id"": 32985348836157, ""person2.id"": 19791209304058, ""totalWeight"": 37.0}]",0.226945
bi19b,233,"{""city1Id"": ""343"", ""city2Id"": ""457""}","[{""person1.id"": 13194139535015, ""person2.id"": 19791209302942, ""totalWeight"": 37.0}]",0.250293
bi19b,234,"{""city1Id"": ""381"", ""city2Id"": ""419""}","[{""person1.id"": 30786325584445, ""person2.id"": 4398046520312, ""totalWeight"": 38.0}]",0.244659
bi19b,235,"{""city1Id"": ""187"", ""city2Id"": ""196""}","[{""person1.id"": 4398046517450, ""person2.id"": 21990232557637, ""totalWeight"": 71.0}]",0.311950
bi19b,236,"{""city1Id"": ""355"", ""city2Id"": ""444""}","[{""person1.id"": 32985348835207, ""person2.id"": 28587302322751, ""totalWeight"": 38.0}]",0.208505
bi19b,237,"{""city1Id"": ""805"", ""city2Id"": ""808""}","[{""person1.id"": 8796093023908, ""person2.id"": 24189255817882, ""totalWeight"": 38.0}, {""person1.id"": 13194139534123, ""person2.id"": 3020, ""totalWeight"": 38.0}]",0.203650
bi19b,238,"{""city1Id"": ""313"", ""city2Id"": ""336""}","[{""person1.id"": 24189255820902, ""person2.id"": 10995116288145, ""totalWeight"": 72.0}]",0.417243
bi19b,239,"{""city1Id"": ""1307"", ""city2Id"": ""1309""}","[{""person1.id"": 10995116278284, ""person2.id"": 28587302330660, ""totalWeight"": 37.0}]",0.255677
bi19b,240,"{""city1Id"": ""424"", ""city2Id"": ""431""}","[{""person1.id"": 8796093024263, ""person2.id"": 2199023258884, ""totalWeight"": 36.0}]",0.336052
bi19b,241,"{""city1Id"": ""424"", ""city2Id"": ""439""}","[{""person1.id"": 3092, ""person2.id"": 10995116283457, ""totalWeight"": 73.0}, {""person1.id"": 8796093024263, ""person2.id"": 8796093026978, ""totalWeight"": 73.0}, {""person1.id"": 26388279069263, ""person2.id"": 8796093026978, ""totalWeight"": 73.0}, {""person1.id"": 32985348834299, ""person2.id"": 2199023258717, ""totalWeight"": 73.0}]",0.277215
bi19b,242,"{""city1Id"": ""1309"", ""city2Id"": ""1313""}","[{""person1.id"": 6597069775546, ""person2.id"": 8796093023564, ""totalWeight"": 72.0}, {""person1.id"": 6597069775546, ""person2.id"": 17592186045209, ""totalWeight"": 72.0}]",0.225500
bi19b,243,"{""city1Id"": ""383"", ""city2Id"": ""487""}","[{""person1.id"": 10995116282854, ""person2.id"": 13194139542917, ""totalWeight"": 37.0}]",0.153565
bi19b,244,"{""city1Id"": ""357"", ""city2Id"": ""397""}","[{""person1.id"": 17592186054854, ""person2.id"": 6597069771706, ""totalWeight"": 37.0}]",0.201904
bi19b,245,"{""city1Id"": ""758"", ""city2Id"": ""792""}","[{""person1.id"": 6597069772339, ""person2.id"": 24189255814561, ""totalWeight"": 38.0}, {""person1.id"": 19791209303784, ""person2.id"": 26388279075919, ""totalWeight"": 38.0}]",0.269639
bi19b,246,"{""city1Id"": ""419"", ""city2Id"": ""422""}","[{""person1.id"": 2199023262040, ""person2.id"": 17592186051369, ""totalWeight"": 37.0}, {""person1.id"": 4398046520312, ""person2.id"": 4398046516877, ""totalWeight"": 37.0}]",0.335422
bi19b,247,"{""city1Id"": ""598"", ""city2Id"": ""623""}","[{""person1.id"": 13194139542323, ""person2.id"": 8796093026562, ""totalWeight"": 36.0}]",0.255435
bi19b,248,"{""city1Id"": ""251"", ""city2Id"": ""262""}","[{""person1.id"": 4398046513670, ""person2.id"": 6597069767877, ""totalWeight"": 72.0}, {""person1.id"": 4398046513670, ""person2.id"": 26388279067483, ""totalWeight"": 72.0}, {""person1.id"": 8796093028727, ""person2.id"": 6597069767877, ""totalWeight"": 72.0}]",0.144518
bi19b,249,"{""city1Id"": ""174"", ""city2Id"": ""196""}","[{""person1.id"": 5078, ""person2.id"": 21990232557637, ""totalWeight"": 38.0}, {""person1.id"": 8796093022955, ""person2.id"": 21990232557637, ""totalWeight"": 38.0}]",0.231774
bi19b,250,"{""city1Id"": ""278"", ""city2Id"": ""309""}","[{""person1.id"": 28587302329901, ""person2.id"": 2199023260517, ""totalWeight"": 36.0}, {""person1.id"": 28587302329901, ""person2.id"": 4398046520497, ""totalWeight"": 36.0}]",0.532318
bi19b,251,"{""city1Id"": ""400"", ""city2Id"": ""425""}","[{""person1.id"": 35184372092244, ""person2.id"": 28587302330052, ""totalWeight"": 39.0}]",0.402783
bi19b,252,"{""city1Id"": ""806"", ""city2Id"": ""830""}","[{""person1.id"": 32985348841555, ""person2.id"": 6597069771157, ""totalWeight"": 38.0}]",0.344350
bi19b,253,"{""city1Id"": ""640"", ""city2Id"": ""645""}","[{""person1.id"": 15393162795056, ""person2.id"": 6597069774970, ""totalWeight"": 37.0}]",0.419166
bi19b,254,"{""city1Id"": ""703"", ""city2Id"": ""712""}","[{""person1.id"": 8796093031798, ""person2.id"": 32985348841468, ""totalWeight"": 37.0}]",0.226775
bi19b,255,"{""city1Id"": ""728"", ""city2Id"": ""750""}","[{""person1.id"": 6597069774280, ""person2.id"": 2199023265489, ""totalWeight"": 38.0}, {""person1.id"": 28587302332032, ""person2.id"": 2199023265489, ""totalWeight"": 38.0}, {""person1.id"": 28587302332032, ""person2.id"": 32985348835048, ""totalWeight"": 38.0}]",0.183781
bi19b,256,"{""city1Id"": ""355"", ""city2Id"": ""411""}","[{""person1.id"": 7645, ""person2.id"": 10995116279258, ""totalWeight"": 73.0}]",0.204823
bi19b,257,"{""city1Id"": ""313"", ""city2Id"": ""399""}","[{""person1.id"": 24189255820902, ""person2.id"": 2199023256130, ""totalWeight"": 37.0}]",0.421903
bi19b,258,"{""city1Id"": ""603"", ""city2Id"": ""628""}","[{""person1.id"": 19791209305198, ""person2.id"": 17592186054262, ""totalWeight"": 38.0}]",0.342904
bi19b,259,"{""city1Id"": ""1054"", ""city2Id"": ""1058""}","[{""person1.id"": 17592186051225, ""person2.id"": 6597069774109, ""totalWeight"": 36.0}]",0.127856
bi19b,260,"{""city1Id"": ""147"", ""city2Id"": ""165""}","[{""person1.id"": 24189255816982, ""person2.id"": 26388279075550, ""totalWeight"": 39.0}]",0.200498
bi19b,261,"{""city1Id"": ""136"", ""city2Id"": ""184""}","[{""person1.id"": 2199023260711, ""person2.id"": 2199023257622, ""totalWeight"": 37.0}, {""person1.id"": 6597069768955, ""person2.id"": 6597069776055, ""totalWeight"": 37.0}]",0.489528
bi19b,262,"{""city1Id"": ""684"", ""city2Id"": ""694""}","[{""person1.id"": 4398046521114, ""person2.id"": 28587302327964, ""totalWeight"": 72.0}]",0.268510
bi19b,263,"{""city1Id"": ""154"", ""city2Id"": ""254""}","[{""person1.id"": 15393162795908, ""person2.id"": 8796093023326, ""totalWeight"": 38.0}]",0.390946
bi19b,264,"{""city1Id"": ""212"", ""city2Id"": ""272""}","[{""person1.id"": 10995116286944, ""person2.id"": 15393162794842, ""totalWeight"": 73.0}, {""person1.id"": 28587302326093, ""person2.id"": 15393162794842, ""totalWeight"": 73.0}]",0.230288
bi19b,265,"{""city1Id"": ""246"", ""city2Id"": ""254""}","[{""person1.id"": 24189255817359, ""person2.id"": 2184, ""totalWeight"": 38.0}]",0.167370
bi19b,266,"{""city1Id"": ""484"", ""city2Id"": ""501""}","[{""person1.id"": 30786325584088, ""person2.id"": 32985348835655, ""totalWeight"": 39.0}]",0.336742
bi19b,267,"{""city1Id"": ""310"", ""city2Id"": ""334""}","[{""person1.id"": 32985348840851, ""person2.id"": 19791209304091, ""totalWeight"": 39.0}]",0.377912
