query,parameter_index,parameters,results,time_seconds
bi15b,25,"{""person1Id"": ""21990232563479"", ""person2Id"": ""17592186045555"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 2.0}]",10.092642
bi15b,26,"{""person1Id"": ""17592186053708"", ""person2Id"": ""21990232560674"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.676190476190476}]",9.807476
bi15b,27,"{""person1Id"": ""24189255814889"", ""person2Id"": ""32985348841483"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 1.3261904761904761}]",9.652794
bi15b,28,"{""person1Id"": ""13194139537497"", ""person2Id"": ""26388279072139"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 1.4880952380952381}]",9.681816
bi15b,29,"{""person1Id"": ""13194139539662"", ""person2Id"": ""28587302328636"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.342857142857143}]",9.613863
bi15b,30,"{""person1Id"": ""2199023265951"", ""person2Id"": ""24189255817427"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.6742424242424243}]",9.679971
bi15b,31,"{""person1Id"": ""35184372097627"", ""person2Id"": ""24189255814676"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.6083240431066518}]",9.895471
bi15b,32,"{""person1Id"": ""2199023262722"", ""person2Id"": ""8071"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.4097222222222222}]",10.230048
bi15b,33,"{""person1Id"": ""30786325587942"", ""person2Id"": ""19791209302493"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 0.5583333333333333}]",9.653609
bi15b,34,"{""person1Id"": ""2199023256130"", ""person2Id"": ""28587302326617"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.25}]",9.551465
bi15b,35,"{""person1Id"": ""28587302327203"", ""person2Id"": ""21990232565623"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 0.5634920634920635}]",10.094423
bi15b,36,"{""person1Id"": ""19791209303668"", ""person2Id"": ""21990232565184"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.5365966620762017}]",10.002974
bi15b,37,"{""person1Id"": ""6597069774737"", ""person2Id"": ""2199023258424"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.39642857142857146}]",10.039754
bi15b,38,"{""person1Id"": ""26388279067076"", ""person2Id"": ""977"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 0.803623188405797}]",9.925336
bi15b,39,"{""person1Id"": ""24189255818695"", ""person2Id"": ""35184372089335"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 2.0}]",10.127020
bi15b,40,"{""person1Id"": ""2975"", ""person2Id"": ""24189255818800"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 1.2159090909090908}]",9.921681
bi15b,41,"{""person1Id"": ""8796093032451"", ""person2Id"": ""32985348838675"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.5428571428571428}]",9.944507
bi15b,42,"{""person1Id"": ""10995116285998"", ""person2Id"": ""17592186050056"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 2.0}]",9.808886
bi15b,43,"{""person1Id"": ""2199023256108"", ""person2Id"": ""4398046517171"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.3666666666666667}]",9.594278
bi15b,44,"{""person1Id"": ""17592186046568"", ""person2Id"": ""32985348834299"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.7372766122766122}]",9.708357
bi15b,45,"{""person1Id"": ""21990232560034"", ""person2Id"": ""13194139536764"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.5277777777777777}]",9.567047
bi15b,46,"{""person1Id"": ""2199023258717"", ""person2Id"": ""6597069774837"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.44285714285714284}]",9.558401
bi15b,47,"{""person1Id"": ""19791209303668"", ""person2Id"": ""26388279077017"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.45}]",9.603150
bi15b,48,"{""person1Id"": ""19791209303668"", ""person2Id"": ""5320"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.45}]",9.624218
bi15b,49,"{""person1Id"": ""17592186044545"", ""person2Id"": ""24189255811465"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.3928571428571428}]",9.604826
bi15b,50,"{""person1Id"": ""4398046519945"", ""person2Id"": ""19791209305727"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 1.3}]",9.639739
bi15b,51,"{""person1Id"": ""19791209309689"", ""person2Id"": ""17592186047792"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.3666666666666667}]",9.778878
bi15b,52,"{""person1Id"": ""7379"", ""person2Id"": ""4398046513640"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.1678321678321677}]",9.843544
bi15b,53,"{""person1Id"": ""19791209301023"", ""person2Id"": ""35184372094688"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.7261904761904762}]",9.514154
bi15b,54,"{""person1Id"": ""19791209309402"", ""person2Id"": ""35184372089795"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 1.5501867413632118}]",9.642626
bi15b,55,"{""person1Id"": ""35184372097104"", ""person2Id"": ""21990232562772"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 1.2575757575757576}]",9.535283
bi15b,56,"{""person1Id"": ""17592186045182"", ""person2Id"": ""17592186050367"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 1.33234126984127}]",9.587896
bi15b,57,"{""person1Id"": ""4398046521444"", ""person2Id"": ""17592186052541"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.34674329501915707}]",9.622054
bi15b,58,"{""person1Id"": ""19791209309576"", ""person2Id"": ""13194139540056"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 1.3333333333333333}]",9.579813
bi15b,59,"{""person1Id"": ""30786325580791"", ""person2Id"": ""4398046513036"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.1916666666666667}]",9.649468
bi15b,60,"{""person1Id"": ""37383395351535"", ""person2Id"": ""32985348842407"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 2.0}]",9.607253
bi15b,61,"{""person1Id"": ""24189255812612"", ""person2Id"": ""32985348839875"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 2.0}]",9.849350
bi15b,62,"{""person1Id"": ""32985348839145"", ""person2Id"": ""24189255815615"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 1.3685897435897436}]",9.625193
bi15b,63,"{""person1Id"": ""24189255811792"", ""person2Id"": ""10995116284716"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.6004329004329004}]",9.601085
bi15b,64,"{""person1Id"": ""8749"", ""person2Id"": ""1636"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 2.0}]",9.805658
bi15b,65,"{""person1Id"": ""19791209306956"", ""person2Id"": ""19791209300416"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 2.0}]",9.628196
bi15b,66,"{""person1Id"": ""24189255813401"", ""person2Id"": ""6597069774970"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.1833333333333333}]",9.607220
bi15b,67,"{""person1Id"": ""17592186047514"", ""person2Id"": ""13194139539167"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 1.5250433776749563}]",9.590661
bi15b,68,"{""person1Id"": ""21990232559802"", ""person2Id"": ""15393162795647"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 1.1565656565656566}]",9.643162
bi15b,69,"{""person1Id"": ""8796093028247"", ""person2Id"": ""26388279076501"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.5036231884057971}]",9.836049
bi15b,70,"{""person1Id"": ""2199023265231"", ""person2Id"": ""19791209308584"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.29924242424242425}]",9.615522
bi15b,71,"{""person1Id"": ""21990232560648"", ""person2Id"": ""24189255818624"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 1.375}]",9.510298
bi15b,72,"{""person1Id"": ""32985348843779"", ""person2Id"": ""32985348834404"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.369047619047619}]",9.586604
bi15b,73,"{""person1Id"": ""17592186045142"", ""person2Id"": ""21990232563982"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.6273559773559774}]",9.560753
bi15b,74,"{""person1Id"": ""35184372095884"", ""person2Id"": ""6597069773303"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 2.0}]",9.789104
bi15b,75,"{""person1Id"": ""8796093031021"", ""person2Id"": ""21990232564616"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 0.9880952380952381}]",9.680522
bi15b,76,"{""person1Id"": ""21990232565071"", ""person2Id"": ""15393162799300"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.4135243841126195}]",9.654467
bi15b,77,"{""person1Id"": ""6597069771347"", ""person2Id"": ""8796093029630"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.524621212121212}]",9.585456
bi15b,78,"{""person1Id"": ""24189255818695"", ""person2Id"": ""10995116286217"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.2575757575757576}]",9.649896
bi15b,79,"{""person1Id"": ""10995116279993"", ""person2Id"": ""9369"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.7197802197802197}]",9.889233
bi15b,80,"{""person1Id"": ""8796093030458"", ""person2Id"": ""6597069773967"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.2666666666666666}]",9.594973
bi15b,81,"{""person1Id"": ""30786325580325"", ""person2Id"": ""8796093022755"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.35119047619047616}]",9.619714
bi15b,82,"{""person1Id"": ""2199023260477"", ""person2Id"": ""8600"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.2}]",9.478343
bi15b,83,"{""person1Id"": ""28587302327032"", ""person2Id"": ""24189255811549"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.5833333333333333}]",9.503632
bi15b,84,"{""person1Id"": ""10995116285998"", ""person2Id"": ""30786325587323"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 2.0}]",9.570261
bi15b,85,"{""person1Id"": ""26388279073561"", ""person2Id"": ""30786325582257"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 1.3095238095238095}]",9.619388
bi15b,86,"{""person1Id"": ""15393162791627"", ""person2Id"": ""15393162792610"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.1394230769230769}]",9.619547
bi15b,87,"{""person1Id"": ""32985348843779"", ""person2Id"": ""4398046516215"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 0.37662337662337664}]",9.719908
bi15b,88,"{""person1Id"": ""4398046518418"", ""person2Id"": ""19791209304729"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.2}]",9.662996
bi15b,89,"{""person1Id"": ""2199023256436"", ""person2Id"": ""28587302327704"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 0.6277777777777778}]",9.560698
bi15b,90,"{""person1Id"": ""21990232563544"", ""person2Id"": ""10995116281221"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 0.8275028275028276}]",9.619058
bi15b,91,"{""person1Id"": ""8796093030458"", ""person2Id"": ""28587302322882"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 0.563034188034188}]",9.527048
bi15b,92,"{""person1Id"": ""2199023262722"", ""person2Id"": ""2199023257206"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.8409090909090908}]",9.670094
bi15b,93,"{""person1Id"": ""28587302332330"", ""person2Id"": ""30786325583092"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 1.4166666666666665}]",9.852868
bi15b,94,"{""person1Id"": ""30786325579950"", ""person2Id"": ""21990232564042"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 2.0}]",9.475741
bi15b,95,"{""person1Id"": ""30786325582116"", ""person2Id"": ""26388279067145"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.4936868686868686}]",9.468608
bi15b,96,"{""person1Id"": ""8018"", ""person2Id"": ""4398046517383"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.4601190476190475}]",9.596485
bi15b,97,"{""person1Id"": ""4728"", ""person2Id"": ""24189255817687"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 1.4166666666666667}]",9.709209
bi15b,98,"{""person1Id"": ""30786325579149"", ""person2Id"": ""28587302322835"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 0.42692307692307696}]",9.617529
bi15b,99,"{""person1Id"": ""32985348839645"", ""person2Id"": ""28587302325418"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 1.5952380952380953}]",9.593469
bi15b,100,"{""person1Id"": ""26388279074112"", ""person2Id"": ""26388279075178"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 1.2666666666666666}]",9.649423
bi15b,101,"{""person1Id"": ""19791209306686"", ""person2Id"": ""28587302325902"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 0.3333333333333333}]",9.663824
bi15b,102,"{""person1Id"": ""35184372095453"", ""person2Id"": ""8796093031205"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.9087301587301586}]",9.658022
bi15b,103,"{""person1Id"": ""35184372095453"", ""person2Id"": ""2199023262085"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.8119565217391304}]",9.561737
bi15b,104,"{""person1Id"": ""21990232556254"", ""person2Id"": ""6137"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.7297979797979797}]",9.658703
bi15b,105,"{""person1Id"": ""6597069767973"", ""person2Id"": ""6597069773138"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 1.5}]",9.822415
bi15b,106,"{""person1Id"": ""17592186051522"", ""person2Id"": ""15393162793477"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.8893217893217894}]",9.674343
bi15b,107,"{""person1Id"": ""35184372095453"", ""person2Id"": ""15393162790719"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.8131313131313133}]",9.634660
bi15b,108,"{""person1Id"": ""17592186051522"", ""person2Id"": ""32985348835207"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.8766233766233766}]",9.658344
bi15b,109,"{""person1Id"": ""28587302327203"", ""person2Id"": ""664"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 0.3964803312629399}]",9.641316
bi15b,110,"{""person1Id"": ""24189255816308"", ""person2Id"": ""21990232557790"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 0.39806763285024155}]",9.637766
bi15b,111,"{""person1Id"": ""2199023255640"", ""person2Id"": ""28587302329293"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.37028985507246376}]",9.750103
bi15b,112,"{""person1Id"": ""32985348835140"", ""person2Id"": ""6597069774712"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 1.4}]",9.702165
bi15b,113,"{""person1Id"": ""24189255811994"", ""person2Id"": ""17592186051306"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.46805555555555556}]",9.580737
bi15b,114,"{""person1Id"": ""4398046512214"", ""person2Id"": ""19791209301094"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 0.31182266009852216}]",9.544245
bi15b,115,"{""person1Id"": ""28587302329645"", ""person2Id"": ""32985348842255"", ""startDate"": ""2010-04-14"", ""endDate"": ""2010-05-06""}","[{""weight"": 1.3214285714285714}]",9.599815
bi15b,116,"{""person1Id"": ""8796093031021"", ""person2Id"": ""6597069770322"", ""startDate"": ""2010-04-17"", ""endDate"": ""2010-05-09""}","[{""weight"": 1.2967032967032968}]",9.701206
bi15b,117,"{""person1Id"": ""24189255813899"", ""person2Id"": ""4398046515804"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 2.0}]",9.599757
bi15b,118,"{""person1Id"": ""2199023266066"", ""person2Id"": ""30786325579594"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.3095238095238095}]",9.768156
bi15b,119,"{""person1Id"": ""26388279068117"", ""person2Id"": ""8796093030285"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 2.0}]",9.938573
bi15b,120,"{""person1Id"": ""17592186045182"", ""person2Id"": ""2199023259806"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 1.3333333333333333}]",9.532240
bi15b,121,"{""person1Id"": ""8796093030849"", ""person2Id"": ""24189255811492"", ""startDate"": ""2010-04-16"", ""endDate"": ""2010-05-08""}","[{""weight"": 0.3269230769230769}]",9.556419
bi15b,122,"{""person1Id"": ""10006"", ""person2Id"": ""17592186044476"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.1458333333333333}]",9.647534
bi15b,123,"{""person1Id"": ""30786325578699"", ""person2Id"": ""32985348843016"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 1.3928571428571428}]",9.622360
bi15b,124,"{""person1Id"": ""17592186047514"", ""person2Id"": ""17592186052201"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 2.0}]",9.647925
bi15b,125,"{""person1Id"": ""35184372091162"", ""person2Id"": ""6597069773778"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 2.0}]",9.668198
bi15b,126,"{""person1Id"": ""13194139541609"", ""person2Id"": ""21990232556921"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 1.25}]",9.579969
bi15b,127,"{""person1Id"": ""2199023258717"", ""person2Id"": ""13194139540610"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.44821428571428573}]",9.545615
bi15b,128,"{""person1Id"": ""10995116279993"", ""person2Id"": ""2199023257490"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.176923076923077}]",9.619300
bi15b,129,"{""person1Id"": ""4398046513036"", ""person2Id"": ""32985348836357"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 0.8678571428571429}]",9.603336
bi15b,130,"{""person1Id"": ""10613"", ""person2Id"": ""6597069773566"", ""startDate"": ""2010-04-15"", ""endDate"": ""2010-05-07""}","[{""weight"": 0.4352564102564102}]",9.636742
bi15b,131,"{""person1Id"": ""10995116282224"", ""person2Id"": ""32985348840714"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.1833333333333333}]",9.656403
bi15b,132,"{""person1Id"": ""4398046518418"", ""person2Id"": ""32985348834052"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.2428571428571429}]",9.638327
bi15b,133,"{""person1Id"": ""15393162795118"", ""person2Id"": ""26388279069377"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.5333333333333332}]",9.722223
bi15b,134,"{""person1Id"": ""8796093029438"", ""person2Id"": ""3903"", ""startDate"": ""2010-04-18"", ""endDate"": ""2010-05-10""}","[{""weight"": 0.40192307692307694}]",9.527894
bi15b,135,"{""person1Id"": ""19791209300778"", ""person2Id"": ""2199023259806"", ""startDate"": ""2010-04-13"", ""endDate"": ""2010-05-05""}","[{""weight"": 0.5595238095238095}]",9.631242
bi15b,136,"{""person1Id"": ""2199023265878"", ""person2Id"": ""2199023264745"", ""startDate"": ""2010-04-21"", ""endDate"": ""2010-05-13""}","[{""weight"": 1.1638795986622072}]",9.672336
bi15b,137,"{""person1Id"": ""2199023263932"", ""person2Id"": ""4398046517666"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 0.6944444444444444}]",9.759421
bi15b,138,"{""person1Id"": ""6597069776358"", ""person2Id"": ""6597069774840"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 0.5397869674185464}]",9.508547
bi15b,139,"{""person1Id"": ""2199023266066"", ""person2Id"": ""8796093022416"", ""startDate"": ""2010-04-20"", ""endDate"": ""2010-05-12""}","[{""weight"": 1.253968253968254}]",9.479605
bi15b,140,"{""person1Id"": ""8796093030492"", ""person2Id"": ""13194139534441"", ""startDate"": ""2010-04-19"", ""endDate"": ""2010-05-11""}","[{""weight"": 1.301190476190476}]",9.603929
