query,parameter_index,parameters,results,time_seconds
bi20b,176,"{""company"": ""Air_Scotland"", ""person2Id"": ""2199023258230""}","[{""person1.id"": 30786325583355, ""totalWeight"": 14}]",0.001898
bi20b,177,"{""company"": ""Aero-Tropics_Air_Services"", ""person2Id"": ""8796093027994""}","[{""person1.id"": 3656, ""totalWeight"": 14}]",0.001981
bi20b,178,"{""company"": ""LASER_Airlines"", ""person2Id"": ""35184372092254""}","[{""person1.id"": 28587302324853, ""totalWeight"": 1}]",0.001905
bi20b,179,"{""company"": ""Air_Adriatic"", ""person2Id"": ""4398046516661""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.001975
bi20b,180,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""8796093023472""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001905
bi20b,181,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""17592186051774""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001859
bi20b,182,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""13194139543607""}","[{""person1.id"": 26388279073849, ""totalWeight"": 2}]",0.001810
bi20b,183,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""21990232563255""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.001998
bi20b,184,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302322576""}","[{""person1.id"": 10995116277761, ""totalWeight"": 6}]",0.001979
bi20b,185,"{""company"": ""Olympic_Aviation"", ""person2Id"": ""28587302322576""}","[{""person1.id"": 8796093023078, ""totalWeight"": 2}]",0.001949
bi20b,186,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302328934""}","[{""person1.id"": 10995116277761, ""totalWeight"": 9}]",0.002014
bi20b,187,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""19791209306095""}","[{""person1.id"": 26388279072317, ""totalWeight"": 7}]",0.002011
bi20b,188,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""37383395348308""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001958
bi20b,189,"{""company"": ""Air_Adriatic"", ""person2Id"": ""30786325583705""}","[{""person1.id"": 32985348843444, ""totalWeight"": 8}]",0.001977
bi20b,190,"{""company"": ""Burundaiavia"", ""person2Id"": ""4398046515753""}","[{""person1.id"": 10995116287867, ""totalWeight"": 2}]",0.001855
bi20b,191,"{""company"": ""Euro-Asia_Air"", ""person2Id"": ""4398046515753""}","[{""person1.id"": 10995116287867, ""totalWeight"": 2}]",0.001947
bi20b,192,"{""company"": ""Starline.kz"", ""person2Id"": ""4398046515753""}","[{""person1.id"": 10995116287867, ""totalWeight"": 2}]",0.001891
bi20b,193,"{""company"": ""Asia_Continental_Airlines"", ""person2Id"": ""4398046515753""}","[{""person1.id"": 10995116287867, ""totalWeight"": 2}]",0.002249
bi20b,194,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""2199023263494""}","[{""person1.id"": 15393162799417, ""totalWeight"": 2}]",0.002376
bi20b,195,"{""company"": ""Polet_Airlines"", ""person2Id"": ""8739""}","[{""person1.id"": 17592186050342, ""totalWeight"": 12}]",0.001913
bi20b,196,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""19791209305390""}","[{""person1.id"": 21990232560852, ""totalWeight"": 11}]",0.002020
bi20b,197,"{""company"": ""Air_Scotland"", ""person2Id"": ""4398046516137""}","[{""person1.id"": 30786325583355, ""totalWeight"": 14}]",0.001836
bi20b,198,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""24189255819560""}","[{""person1.id"": 26388279072317, ""totalWeight"": 8}]",0.001982
bi20b,199,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""8796093028790""}","[{""person1.id"": 21990232560852, ""totalWeight"": 3}]",0.001853
bi20b,200,"{""company"": ""Air_Adriatic"", ""person2Id"": ""32985348835837""}","[{""person1.id"": 32985348843444, ""totalWeight"": 5}]",0.001906
bi20b,201,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""4398046518418""}","[{""person1.id"": 21990232560852, ""totalWeight"": 5}]",0.001852
bi20b,202,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""10995116283294""}","[{""person1.id"": 21990232560852, ""totalWeight"": 10}]",0.001909
bi20b,203,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""30786325582116""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001883
bi20b,204,"{""company"": ""Burundaiavia"", ""person2Id"": ""17592186044839""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.001804
bi20b,205,"{""company"": ""Starline.kz"", ""person2Id"": ""17592186044839""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.001819
bi20b,206,"{""company"": ""Asia_Continental_Airlines"", ""person2Id"": ""17592186044839""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.001823
bi20b,207,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""17592186053889""}","[{""person1.id"": 21990232560852, ""totalWeight"": 8}]",0.002032
bi20b,208,"{""company"": ""Air_Adriatic"", ""person2Id"": ""8796093024189""}","[{""person1.id"": 32985348843444, ""totalWeight"": 10}]",0.002074
bi20b,209,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""24189255814034""}","[{""person1.id"": 21990232560852, ""totalWeight"": 2}]",0.001974
bi20b,210,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""35184372097854""}","[{""person1.id"": 24189255819104, ""totalWeight"": 4}]",0.002084
bi20b,211,"{""company"": ""AeroSucre"", ""person2Id"": ""30786325578940""}","[{""person1.id"": 26388279071220, ""totalWeight"": 13}]",0.002172
bi20b,212,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""8796093030473""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",59.844539
bi20b,213,"{""company"": ""Air_Adriatic"", ""person2Id"": ""4398046517652""}","[{""person1.id"": 10995116277761, ""totalWeight"": 5}]",0.003172
bi20b,214,"{""company"": ""Olympic_Aviation"", ""person2Id"": ""4398046517652""}","[{""person1.id"": 28587302328934, ""totalWeight"": 4}]",0.002408
bi20b,215,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""13194139533742""}","[{""person1.id"": 24189255819104, ""totalWeight"": 2}]",0.002017
bi20b,216,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""32985348843490""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001873
bi20b,217,"{""company"": ""Air_Adriatic"", ""person2Id"": ""30786325580804""}","[{""person1.id"": 32985348843444, ""totalWeight"": 7}]",0.001827
bi20b,218,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""13194139539852""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001884
bi20b,219,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""6597069768442""}","[{""person1.id"": 26388279072317, ""totalWeight"": 8}]",0.001910
bi20b,220,"{""company"": ""AeroSucre"", ""person2Id"": ""4398046519471""}","[{""person1.id"": 26388279071220, ""totalWeight"": 3}]",0.002092
bi20b,221,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""15393162797324""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001863
bi20b,222,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""35184372093387""}","[{""person1.id"": 26388279073849, ""totalWeight"": 3}]",0.001674
bi20b,223,"{""company"": ""Air_Adriatic"", ""person2Id"": ""26388279067179""}","[{""person1.id"": 32985348843444, ""totalWeight"": 7}]",0.001829
bi20b,224,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302330231""}","[{""person1.id"": 32985348843444, ""totalWeight"": 3}]",0.001796
bi20b,225,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""35184372089840""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.001770
bi20b,226,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""17592186048656""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.001625
bi20b,227,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""32985348842020""}","[{""person1.id"": 26388279072317, ""totalWeight"": 10}]",0.001935
bi20b,228,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""10995116287707""}","[{""person1.id"": 26388279072317, ""totalWeight"": 2}]",0.001765
bi20b,229,"{""company"": ""Air_Scotland"", ""person2Id"": ""32985348838678""}","[{""person1.id"": 30786325583355, ""totalWeight"": 12}]",0.001798
bi20b,230,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""32985348838678""}","[{""person1.id"": 26388279072317, ""totalWeight"": 3}]",0.001744
bi20b,231,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302324142""}","[{""person1.id"": 32985348843444, ""totalWeight"": 5}]",0.001710
bi20b,232,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""24189255817979""}","[{""person1.id"": 26388279072317, ""totalWeight"": 8}]",0.001843
bi20b,233,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""21990232561238""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001817
bi20b,234,"{""company"": ""Mid-Atlantic_Freight"", ""person2Id"": ""17592186052201""}","[{""person1.id"": 19791209303126, ""totalWeight"": 5}]",0.001637
bi20b,235,"{""company"": ""Royal_Air_Freight"", ""person2Id"": ""17592186052201""}","[{""person1.id"": 19791209303126, ""totalWeight"": 5}]",0.001738
bi20b,236,"{""company"": ""Alsek_Air_Service"", ""person2Id"": ""17592186052201""}","[{""person1.id"": 19791209303126, ""totalWeight"": 5}]",0.001731
bi20b,237,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""19791209300766""}","[{""person1.id"": 21990232560852, ""totalWeight"": 9}]",0.001758
bi20b,238,"{""company"": ""Air_Adriatic"", ""person2Id"": ""30786325583904""}","[{""person1.id"": 32985348843444, ""totalWeight"": 5}]",0.001809
bi20b,239,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""19791209300173""}","[{""person1.id"": 21990232560852, ""totalWeight"": 3}]",0.002330
bi20b,240,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""28587302322777""}","[{""person1.id"": 26388279072317, ""totalWeight"": 7}]",0.001939
bi20b,241,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""24189255821634""}","[{""person1.id"": 21990232560852, ""totalWeight"": 10}]",0.001988
bi20b,242,"{""company"": ""Nationwide_Airlines"", ""person2Id"": ""32985348839246""}","[{""person1.id"": 8778, ""totalWeight"": 6}]",0.001970
bi20b,243,"{""company"": ""Naturelink_Aviation"", ""person2Id"": ""32985348839246""}","[{""person1.id"": 8778, ""totalWeight"": 6}]",0.001858
bi20b,244,"{""company"": ""Express.Net_Airlines"", ""person2Id"": ""32985348843333""}","[{""person1.id"": 30786325585990, ""totalWeight"": 6}]",0.001843
bi20b,245,"{""company"": ""Flight_Alaska"", ""person2Id"": ""32985348843333""}","[{""person1.id"": 8796093032397, ""totalWeight"": 11}]",0.001850
bi20b,246,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""21990232556992""}","[{""person1.id"": 26388279073849, ""totalWeight"": 8}]",0.003392
bi20b,247,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""37383395351563""}","[{""person1.id"": 21990232560852, ""totalWeight"": 9}]",0.002158
bi20b,248,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""15393162799300""}","[{""person1.id"": 24189255819104, ""totalWeight"": 6}]",0.001950
bi20b,249,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""26388279070165""}","[{""person1.id"": 21990232560852, ""totalWeight"": 10}]",0.002058
bi20b,250,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""32985348839785""}","[{""person1.id"": 24189255819104, ""totalWeight"": 4}]",0.001968
bi20b,251,"{""company"": ""Air_Adriatic"", ""person2Id"": ""19791209307710""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.001906
bi20b,252,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""13194139535664""}","[{""person1.id"": 26388279072317, ""totalWeight"": 5}]",0.001941
bi20b,253,"{""company"": ""Gemini_Air_Cargo"", ""person2Id"": ""10995116285865""}","[{""person1.id"": 10995116283675, ""totalWeight"": 8}]",0.001770
bi20b,254,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""19791209303700""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001963
bi20b,255,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""30786325583565""}","[{""person1.id"": 26388279073849, ""totalWeight"": 1}]",0.001730
bi20b,256,"{""company"": ""Air_Scotland"", ""person2Id"": ""7937""}","[{""person1.id"": 30786325583355, ""totalWeight"": 14}]",0.003283
bi20b,257,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""7937""}","[{""person1.id"": 26388279072317, ""totalWeight"": 5}]",0.001886
bi20b,258,"{""company"": ""Air_Adriatic"", ""person2Id"": ""13194139537379""}","[{""person1.id"": 32985348843444, ""totalWeight"": 5}]",0.001882
bi20b,259,"{""company"": ""Express.Net_Airlines"", ""person2Id"": ""8796093025381""}","[{""person1.id"": 30786325585990, ""totalWeight"": 4}]",0.002007
bi20b,260,"{""company"": ""Flight_Alaska"", ""person2Id"": ""8796093025381""}","[{""person1.id"": 8796093032397, ""totalWeight"": 7}]",0.001940
bi20b,261,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""28587302327032""}","[{""person1.id"": 21990232560852, ""totalWeight"": 9}]",0.002273
bi20b,262,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""28587302326353""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.001700
bi20b,263,"{""company"": ""Air_Adriatic"", ""person2Id"": ""19791209308889""}","[{""person1.id"": 32985348843444, ""totalWeight"": 3}]",0.001764
bi20b,264,"{""company"": ""Skywest_Airlines"", ""person2Id"": ""28587302330500""}","[{""person1.id"": 19791209307181, ""totalWeight"": 5}]",0.001726
bi20b,265,"{""company"": ""Air_Adriatic"", ""person2Id"": ""30786325581872""}","[{""person1.id"": 32985348843444, ""totalWeight"": 5}]",0.001959
bi20b,266,"{""company"": ""Europe_Airpost"", ""person2Id"": ""9859""}","[{""person1.id"": 6597069767000, ""totalWeight"": 4}]",0.001745
bi20b,267,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""24189255814328""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001947
bi20b,268,"{""company"": ""Air_Adriatic"", ""person2Id"": ""5924""}","[{""person1.id"": 32985348843444, ""totalWeight"": 7}]",0.002311
bi20b,269,"{""company"": ""Air_Adriatic"", ""person2Id"": ""19791209304241""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.001905
bi20b,270,"{""company"": ""Air_Adriatic"", ""person2Id"": ""2676""}","[{""person1.id"": 32985348843444, ""totalWeight"": 10}]",0.002044
bi20b,271,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""10995116280901""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001915
bi20b,272,"{""company"": ""Europe_Airpost"", ""person2Id"": ""13194139534284""}","[{""person1.id"": 6597069767000, ""totalWeight"": 8}]",0.001845
bi20b,273,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302326999""}","[{""person1.id"": 10995116277761, ""totalWeight"": 7}]",0.001883
bi20b,274,"{""company"": ""Olympic_Aviation"", ""person2Id"": ""28587302326999""}","[{""person1.id"": 8796093023078, ""totalWeight"": 3}]",0.001812
bi20b,275,"{""company"": ""Nationwide_Airlines"", ""person2Id"": ""8796093027770""}","[{""person1.id"": 8778, ""totalWeight"": 14}]",0.001817
bi20b,276,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""17592186053607""}","[{""person1.id"": 15393162799417, ""totalWeight"": 6}]",0.001824
bi20b,277,"{""company"": ""Air_Liberia"", ""person2Id"": ""4398046516225""}","[{""person1.id"": 15393162789398, ""totalWeight"": 1}]",0.001857
bi20b,278,"{""company"": ""Air_Adriatic"", ""person2Id"": ""10995116286390""}","[{""person1.id"": 32985348843444, ""totalWeight"": 12}]",0.002013
bi20b,279,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""24189255813572""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001949
bi20b,280,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""28587302332574""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001891
bi20b,281,"{""company"": ""Flight_Alaska"", ""person2Id"": ""32985348837712""}","[{""person1.id"": 8796093032397, ""totalWeight"": 8}]",0.001828
bi20b,282,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""10995116283291""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.001873
bi20b,283,"{""company"": ""Burundaiavia"", ""person2Id"": ""15393162793310""}","[{""person1.id"": 10995116287867, ""totalWeight"": 7}]",0.001861
bi20b,284,"{""company"": ""Euro-Asia_Air"", ""person2Id"": ""15393162793310""}","[{""person1.id"": 17592186044839, ""totalWeight"": 3}]",0.001848
bi20b,285,"{""company"": ""Starline.kz"", ""person2Id"": ""15393162793310""}","[{""person1.id"": 10995116287867, ""totalWeight"": 7}]",0.002283
bi20b,286,"{""company"": ""Asia_Continental_Airlines"", ""person2Id"": ""15393162793310""}","[{""person1.id"": 10995116287867, ""totalWeight"": 7}]",0.001752
bi20b,287,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""10995116278581""}","[{""person1.id"": 21990232560852, ""totalWeight"": 6}]",59.849065
bi20b,288,"{""company"": ""Solinair"", ""person2Id"": ""13194139534011""}","[{""person1.id"": 4398046521593, ""totalWeight"": 7}, {""person1.id"": 13194139537986, ""totalWeight"": 7}]",0.003322
bi20b,289,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""24189255815265""}","[{""person1.id"": 26388279073849, ""totalWeight"": 2}]",0.002203
bi20b,290,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""2199023260815""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.002354
bi20b,291,"{""company"": ""Europe_Airpost"", ""person2Id"": ""26388279075046""}","[{""person1.id"": 6597069767000, ""totalWeight"": 4}]",0.002050
bi20b,292,"{""company"": ""Nationwide_Airlines"", ""person2Id"": ""4398046517605""}","[{""person1.id"": 8796093022681, ""totalWeight"": 6}]",0.002032
bi20b,293,"{""company"": ""Flight_Alaska"", ""person2Id"": ""26388279068272""}","[{""person1.id"": 8796093032397, ""totalWeight"": 5}]",0.001893
bi20b,294,"{""company"": ""AeroSucre"", ""person2Id"": ""17592186049024""}","[{""person1.id"": 26388279071220, ""totalWeight"": 5}]",0.001902
bi20b,295,"{""company"": ""Air_Vias"", ""person2Id"": ""35184372097888""}","[{""person1.id"": 21990232562836, ""totalWeight"": 6}]",0.001855
bi20b,296,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""30786325582865""}","[{""person1.id"": 24189255819104, ""totalWeight"": 1}]",0.001858
bi20b,297,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""2199023260477""}","[{""person1.id"": 21990232560852, ""totalWeight"": 6}]",0.001903
bi20b,298,"{""company"": ""Mid-Atlantic_Freight"", ""person2Id"": ""4929""}","[{""person1.id"": 19791209303126, ""totalWeight"": 3}]",0.001837
bi20b,299,"{""company"": ""Royal_Air_Freight"", ""person2Id"": ""4929""}","[{""person1.id"": 17592186053274, ""totalWeight"": 3}, {""person1.id"": 19791209303126, ""totalWeight"": 3}]",0.001859
bi20b,300,"{""company"": ""Alsek_Air_Service"", ""person2Id"": ""4929""}","[{""person1.id"": 19791209303126, ""totalWeight"": 3}]",0.001805
bi20b,301,"{""company"": ""Polet_Airlines"", ""person2Id"": ""13194139542903""}","[{""person1.id"": 17592186050342, ""totalWeight"": 18}]",0.001826
bi20b,302,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""15393162793982""}","[{""person1.id"": 24189255819104, ""totalWeight"": 6}]",0.001852
bi20b,303,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""8796093026785""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.001805
bi20b,304,"{""company"": ""Cargo_Express"", ""person2Id"": ""28587302323273""}","[{""person1.id"": 37383395345533, ""totalWeight"": 13}]",0.001807
bi20b,305,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""2199023258705""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.001890
bi20b,306,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""2199023261571""}","[{""person1.id"": 21990232560852, ""totalWeight"": 5}]",0.001842
bi20b,307,"{""company"": ""Air_Anatolia"", ""person2Id"": ""24189255814240""}","[{""person1.id"": 15393162789121, ""totalWeight"": 8}]",0.001755
bi20b,308,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""19791209300926""}","[{""person1.id"": 26388279073849, ""totalWeight"": 3}]",0.001785
bi20b,309,"{""company"": ""Moskovia_Airlines"", ""person2Id"": ""7145""}","[{""person1.id"": 6597069769686, ""totalWeight"": 9}]",0.002270
bi20b,310,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""21990232556244""}","[{""person1.id"": 26388279072317, ""totalWeight"": 4}]",0.001862
bi20b,311,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""21990232557691""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001812
bi20b,312,"{""company"": ""Air_Scotland"", ""person2Id"": ""4398046519129""}","[{""person1.id"": 30786325583355, ""totalWeight"": 12}]",0.001826
bi20b,313,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""4398046519129""}","[{""person1.id"": 26388279072317, ""totalWeight"": 4}]",0.001863
bi20b,314,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""35184372090482""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.001757
bi20b,315,"{""company"": ""Mid-Atlantic_Freight"", ""person2Id"": ""15393162789553""}","[{""person1.id"": 19791209303126, ""totalWeight"": 2}]",0.001773
bi20b,316,"{""company"": ""Royal_Air_Freight"", ""person2Id"": ""15393162789553""}","[{""person1.id"": 19791209303126, ""totalWeight"": 2}]",0.001802
bi20b,317,"{""company"": ""Alsek_Air_Service"", ""person2Id"": ""15393162789553""}","[{""person1.id"": 19791209303126, ""totalWeight"": 2}]",0.001768
bi20b,318,"{""company"": ""Air_Anatolia"", ""person2Id"": ""10995116284809""}","[{""person1.id"": 32985348833693, ""totalWeight"": 4}]",0.001799
bi20b,319,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""10995116279584""}","[{""person1.id"": 21990232560852, ""totalWeight"": 6}]",0.001894
bi20b,320,"{""company"": ""Express.Net_Airlines"", ""person2Id"": ""6597069776480""}","[{""person1.id"": 30786325585990, ""totalWeight"": 3}]",0.002252
bi20b,321,"{""company"": ""Flight_Alaska"", ""person2Id"": ""6597069776480""}","[{""person1.id"": 8796093032397, ""totalWeight"": 10}]",0.002068
bi20b,322,"{""company"": ""Air_Vias"", ""person2Id"": ""21990232559017""}","[{""person1.id"": 21990232562836, ""totalWeight"": 9}]",0.002015
bi20b,323,"{""company"": ""MyAir"", ""person2Id"": ""9043""}","[{""person1.id"": 13194139536335, ""totalWeight"": 10}]",0.002764
bi20b,324,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""32985348837652""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.002016
bi20b,325,"{""company"": ""Gemini_Air_Cargo"", ""person2Id"": ""13194139539767""}","[{""person1.id"": 10995116283675, ""totalWeight"": 15}]",0.001907
