query,parameter_index,parameters,results,time_seconds
bi20b,72,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""24189255812897""}","[{""person1.id"": 26388279072317, ""totalWeight"": 9}]",0.003464
bi20b,73,"{""company"": ""Asia_Continental_Airlines"", ""person2Id"": ""26388279074714""}","[{""person1.id"": 32985348842829, ""totalWeight"": 7}]",0.002763
bi20b,74,"{""company"": ""Skybridge_AirOps"", ""person2Id"": ""21990232564061""}","[{""person1.id"": 26388279076713, ""totalWeight"": 8}]",0.002993
bi20b,75,"{""company"": ""Gemini_Air_Cargo"", ""person2Id"": ""15393162796909""}","[{""person1.id"": 10995116283675, ""totalWeight"": 5}]",0.002815
bi20b,76,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""26388279071146""}","[{""person1.id"": 26388279072317, ""totalWeight"": 3}]",0.003247
bi20b,77,"{""company"": ""Air_Adriatic"", ""person2Id"": ""13194139543082""}","[{""person1.id"": 32985348843444, ""totalWeight"": 9}]",0.003284
bi20b,78,"{""company"": ""Air_Vias"", ""person2Id"": ""17592186050367""}","[{""person1.id"": 21990232562836, ""totalWeight"": 7}]",0.003041
bi20b,79,"{""company"": ""Air_Adriatic"", ""person2Id"": ""28587302323224""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.003154
bi20b,80,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""2199023265526""}","[{""person1.id"": 21990232560852, ""totalWeight"": 9}]",0.003232
bi20b,81,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""32985348841557""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.003145
bi20b,82,"{""company"": ""Europe_Airpost"", ""person2Id"": ""6597069769336""}","[{""person1.id"": 6597069767000, ""totalWeight"": 1}]",0.002746
bi20b,83,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""13194139539363""}","[{""person1.id"": 32985348838556, ""totalWeight"": 3}]",0.002620
bi20b,84,"{""company"": ""Flight_Alaska"", ""person2Id"": ""2199023260881""}","[{""person1.id"": 8796093032397, ""totalWeight"": 6}]",0.002670
bi20b,85,"{""company"": ""Air_Adriatic"", ""person2Id"": ""1989""}","[{""person1.id"": 32985348843444, ""totalWeight"": 3}]",0.002462
bi20b,86,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""35184372098117""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001959
bi20b,87,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""28587302329901""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.001980
bi20b,88,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""24189255818153""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.001854
bi20b,89,"{""company"": ""Skywest_Airlines"", ""person2Id"": ""6597069767404""}","[{""person1.id"": 17592186045106, ""totalWeight"": 3}]",0.001852
bi20b,90,"{""company"": ""Air_Adriatic"", ""person2Id"": ""35184372097030""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.001910
bi20b,91,"{""company"": ""Air_Adriatic"", ""person2Id"": ""35184372090138""}","[{""person1.id"": 32985348843444, ""totalWeight"": 11}]",0.001935
bi20b,92,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""6597069776944""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001837
bi20b,93,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""19791209304624""}","[{""person1.id"": 32985348838556, ""totalWeight"": 3}]",0.001879
bi20b,94,"{""company"": ""Air_Vias"", ""person2Id"": ""2199023256462""}","[{""person1.id"": 21990232562836, ""totalWeight"": 5}]",0.001857
bi20b,95,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""6597069771225""}","[{""person1.id"": 26388279073849, ""totalWeight"": 3}]",0.001775
bi20b,96,"{""company"": ""MyAir"", ""person2Id"": ""17592186053486""}","[{""person1.id"": 13194139536335, ""totalWeight"": 7}]",0.001858
bi20b,97,"{""company"": ""Europe_Airpost"", ""person2Id"": ""4398046515804""}","[{""person1.id"": 6597069767000, ""totalWeight"": 6}]",0.002167
bi20b,98,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""13194139541599""}","[{""person1.id"": 21990232560852, ""totalWeight"": 5}]",0.002472
bi20b,99,"{""company"": ""Nationwide_Airlines"", ""person2Id"": ""32985348834052""}","[{""person1.id"": 8778, ""totalWeight"": 11}]",0.002221
bi20b,100,"{""company"": ""Naturelink_Aviation"", ""person2Id"": ""32985348834052""}","[{""person1.id"": 8796093027770, ""totalWeight"": 4}]",0.002064
bi20b,101,"{""company"": ""Air_Adriatic"", ""person2Id"": ""17592186051369""}","[{""person1.id"": 32985348843444, ""totalWeight"": 9}]",0.002758
bi20b,102,"{""company"": ""Air_Adriatic"", ""person2Id"": ""32985348837880""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.002187
bi20b,103,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""13194139543440""}","[{""person1.id"": 26388279073849, ""totalWeight"": 2}]",0.001998
bi20b,104,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""28587302330225""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.002251
bi20b,105,"{""company"": ""Air_Scotland"", ""person2Id"": ""13194139541245""}","[{""person1.id"": 30786325583355, ""totalWeight"": 10}]",0.002052
bi20b,106,"{""company"": ""Air_Adriatic"", ""person2Id"": ""24189255818624""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.001882
bi20b,107,"{""company"": ""Air_Adriatic"", ""person2Id"": ""19791209304449""}","[{""person1.id"": 32985348843444, ""totalWeight"": 9}]",0.003506
bi20b,108,"{""company"": ""Mid-Atlantic_Freight"", ""person2Id"": ""28587302329905""}","[{""person1.id"": 19791209303126, ""totalWeight"": 4}]",0.001860
bi20b,109,"{""company"": ""Royal_Air_Freight"", ""person2Id"": ""28587302329905""}","[{""person1.id"": 17592186053274, ""totalWeight"": 2}]",0.001835
bi20b,110,"{""company"": ""Alsek_Air_Service"", ""person2Id"": ""28587302329905""}","[{""person1.id"": 19791209303126, ""totalWeight"": 4}]",0.001762
bi20b,111,"{""company"": ""Air_Adriatic"", ""person2Id"": ""32985348837818""}","[{""person1.id"": 32985348843444, ""totalWeight"": 8}]",0.001888
bi20b,112,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""13194139540475""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.001921
bi20b,113,"{""company"": ""Cargo_Express"", ""person2Id"": ""10995116280598""}","[{""person1.id"": 37383395345533, ""totalWeight"": 10}]",0.002121
bi20b,114,"{""company"": ""Solinair"", ""person2Id"": ""28587302330840""}","[{""person1.id"": 13194139537986, ""totalWeight"": 5}]",0.002053
bi20b,115,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""32985348834993""}","[{""person1.id"": 21990232560852, ""totalWeight"": 8}]",0.002285
bi20b,116,"{""company"": ""Viking_Hellas"", ""person2Id"": ""4398046517881""}","[{""person1.id"": 6597069776978, ""totalWeight"": 11}]",0.002088
bi20b,117,"{""company"": ""Polet_Airlines"", ""person2Id"": ""35184372097893""}","[{""person1.id"": 17592186050342, ""totalWeight"": 16}]",0.002085
bi20b,118,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""4398046511934""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001999
bi20b,119,"{""company"": ""Air_Vias"", ""person2Id"": ""4398046515192""}","[{""person1.id"": 21990232562836, ""totalWeight"": 11}]",0.002092
bi20b,120,"{""company"": ""Air_Vias"", ""person2Id"": ""10995116286688""}","[{""person1.id"": 21990232562836, ""totalWeight"": 3}]",0.002168
bi20b,121,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""26388279074147""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",0.007092
bi20b,122,"{""company"": ""Air_Vias"", ""person2Id"": ""4398046518107""}","[{""person1.id"": 21990232562836, ""totalWeight"": 4}]",0.002242
bi20b,123,"{""company"": ""Air_Scotland"", ""person2Id"": ""4398046515025""}","[{""person1.id"": 30786325583355, ""totalWeight"": 11}]",0.001949
bi20b,124,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""4398046515025""}","[{""person1.id"": 26388279072317, ""totalWeight"": 4}]",0.002078
bi20b,125,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""15393162798954""}","[{""person1.id"": 15393162799417, ""totalWeight"": 7}]",0.001895
bi20b,126,"{""company"": ""Air_Scotland"", ""person2Id"": ""4398046512536""}","[{""person1.id"": 30786325583355, ""totalWeight"": 17}]",0.001857
bi20b,127,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""4398046512536""}","[{""person1.id"": 26388279072317, ""totalWeight"": 8}]",0.002033
bi20b,128,"{""company"": ""Air_Anatolia"", ""person2Id"": ""10995116287036""}","[{""person1.id"": 15393162789121, ""totalWeight"": 5}]",0.001980
bi20b,129,"{""company"": ""Air_Adriatic"", ""person2Id"": ""21990232557315""}","[{""person1.id"": 32985348843444, ""totalWeight"": 6}]",0.002203
bi20b,130,"{""company"": ""Burundaiavia"", ""person2Id"": ""17592186051393""}","[{""person1.id"": 26388279074714, ""totalWeight"": 4}]",0.002045
bi20b,131,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""21990232564579""}","[{""person1.id"": 26388279073849, ""totalWeight"": 5}]",0.002033
bi20b,132,"{""company"": ""Air_Adriatic"", ""person2Id"": ""26388279067777""}","[{""person1.id"": 10995116277761, ""totalWeight"": 4}]",0.002178
bi20b,133,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""28587302332033""}","[{""person1.id"": 24189255819104, ""totalWeight"": 4}]",0.001989
bi20b,134,"{""company"": ""Mid-Atlantic_Freight"", ""person2Id"": ""17592186053274""}","[{""person1.id"": 19791209303126, ""totalWeight"": 6}]",0.001841
bi20b,135,"{""company"": ""Alsek_Air_Service"", ""person2Id"": ""17592186053274""}","[{""person1.id"": 19791209303126, ""totalWeight"": 6}]",0.001845
bi20b,136,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""30786325580325""}","[{""person1.id"": 21990232560852, ""totalWeight"": 7}]",59.735226
bi20b,137,"{""company"": ""Express.Net_Airlines"", ""person2Id"": ""10995116286802""}","[{""person1.id"": 30786325585990, ""totalWeight"": 6}]",0.003363
bi20b,138,"{""company"": ""Flight_Alaska"", ""person2Id"": ""10995116286802""}","[{""person1.id"": 8796093032397, ""totalWeight"": 5}]",0.002418
bi20b,139,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""30786325579308""}","[{""person1.id"": 21990232560852, ""totalWeight"": 8}]",0.002514
bi20b,140,"{""company"": ""Air_Liberia"", ""person2Id"": ""28587302326739""}","[{""person1.id"": 15393162789398, ""totalWeight"": 8}]",0.001980
bi20b,141,"{""company"": ""Aero-Tropics_Air_Services"", ""person2Id"": ""10995116284351""}","[{""person1.id"": 3656, ""totalWeight"": 7}]",0.002026
bi20b,142,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""17592186051684""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001840
bi20b,143,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""13194139535660""}","[{""person1.id"": 21990232560852, ""totalWeight"": 4}]",0.002030
bi20b,144,"{""company"": ""Air_Scotland"", ""person2Id"": ""13194139539140""}","[{""person1.id"": 30786325583355, ""totalWeight"": 15}]",0.001938
bi20b,145,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""13194139539140""}","[{""person1.id"": 26388279072317, ""totalWeight"": 6}]",0.001991
bi20b,146,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""4398046520256""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001913
bi20b,147,"{""company"": ""Burundaiavia"", ""person2Id"": ""19791209303369""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.002621
bi20b,148,"{""company"": ""Euro-Asia_Air"", ""person2Id"": ""19791209303369""}","[{""person1.id"": 17592186044839, ""totalWeight"": 1}]",0.001847
bi20b,149,"{""company"": ""Starline.kz"", ""person2Id"": ""19791209303369""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.001798
bi20b,150,"{""company"": ""Asia_Continental_Airlines"", ""person2Id"": ""19791209303369""}","[{""person1.id"": 10995116287867, ""totalWeight"": 4}]",0.001745
bi20b,151,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""24189255811907""}","[{""person1.id"": 26388279072317, ""totalWeight"": 10}]",0.002181
bi20b,152,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""13194139543604""}","[{""person1.id"": 26388279072317, ""totalWeight"": 5}]",0.002023
bi20b,153,"{""company"": ""Aero-Tropics_Air_Services"", ""person2Id"": ""17592186047045""}","[{""person1.id"": 3656, ""totalWeight"": 5}]",0.002063
bi20b,154,"{""company"": ""Air_Anatolia"", ""person2Id"": ""30786325583925""}","[{""person1.id"": 15393162789121, ""totalWeight"": 4}]",0.001817
bi20b,155,"{""company"": ""Air_Anatolia"", ""person2Id"": ""32985348835134""}","[{""person1.id"": 15393162789121, ""totalWeight"": 3}]",0.001828
bi20b,156,"{""company"": ""Air_Liberia"", ""person2Id"": ""2199023264855""}","[{""person1.id"": 15393162789398, ""totalWeight"": 4}]",0.002190
bi20b,157,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""4398046511886""}","[{""person1.id"": 24189255819104, ""totalWeight"": 5}]",0.002143
bi20b,158,"{""company"": ""Air_Scotland"", ""person2Id"": ""24189255811880""}","[{""person1.id"": 30786325583355, ""totalWeight"": 11}]",0.001992
bi20b,159,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""24189255811880""}","[{""person1.id"": 26388279072317, ""totalWeight"": 4}]",0.002139
bi20b,160,"{""company"": ""Air_Adriatic"", ""person2Id"": ""30786325580765""}","[{""person1.id"": 32985348843444, ""totalWeight"": 3}]",0.002034
bi20b,161,"{""company"": ""Air_Adriatic"", ""person2Id"": ""8796093031752""}","[{""person1.id"": 32985348843444, ""totalWeight"": 4}]",0.001981
bi20b,162,"{""company"": ""Air_Vias"", ""person2Id"": ""3918""}","[{""person1.id"": 21990232562836, ""totalWeight"": 2}]",0.001947
bi20b,163,"{""company"": ""MyAir"", ""person2Id"": ""28587302331024""}","[{""person1.id"": 13194139536335, ""totalWeight"": 7}]",0.001889
bi20b,164,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""35184372093104""}","[{""person1.id"": 26388279073849, ""totalWeight"": 4}]",0.001850
bi20b,165,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""15393162790678""}","[{""person1.id"": 21990232560852, ""totalWeight"": 5}]",0.001845
bi20b,166,"{""company"": ""Europe_Airpost"", ""person2Id"": ""19791209309504""}","[{""person1.id"": 6597069767000, ""totalWeight"": 1}]",0.001798
bi20b,167,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""30786325579892""}","[{""person1.id"": 21990232560852, ""totalWeight"": 8}]",0.001849
bi20b,168,"{""company"": ""National_Airlines_(5M)"", ""person2Id"": ""8796093023579""}","[{""person1.id"": 15393162799417, ""totalWeight"": 8}]",0.001858
bi20b,169,"{""company"": ""Air_Italy_Egypt"", ""person2Id"": ""17592186054281""}","[{""person1.id"": 8796093028478, ""totalWeight"": 3}, {""person1.id"": 35184372092017, ""totalWeight"": 3}]",0.001822
bi20b,170,"{""company"": ""Air_Adriatic"", ""person2Id"": ""37383395345773""}","[{""person1.id"": 32985348843444, ""totalWeight"": 8}]",0.002109
bi20b,171,"{""company"": ""DHL_Aero_Expreso"", ""person2Id"": ""19791209306818""}","[{""person1.id"": 26388279072317, ""totalWeight"": 9}]",0.002154
bi20b,172,"{""company"": ""Mistral_Aviation"", ""person2Id"": ""28587302325384""}","[{""person1.id"": 26388279073849, ""totalWeight"": 6}]",0.001942
bi20b,173,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""24189255814693""}","[{""person1.id"": 21990232560852, ""totalWeight"": 10}]",0.002191
bi20b,174,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""8796093026865""}","[{""person1.id"": 21990232560852, ""totalWeight"": 2}]",0.001984
bi20b,175,"{""company"": ""Isleña_Airlines"", ""person2Id"": ""15393162791639""}","[{""person1.id"": 21990232560852, ""totalWeight"": 3}]",0.001894
