query,parameter_index,parameters,results,time_seconds
bi8b,13,"{""tag"": ""14th_Dalai_Lama"", ""startDate"": ""2010-06-18"", ""endDate"": ""2010-06-30""}","[{""person.id"": 15393162795422, ""score"": 100, ""friendsScore"": 300}, {""person.id"": 24189255814382, ""score"": 100, ""friendsScore"": 300}, {""person.id"": 24189255817480, ""score"": 100, ""friendsScore"": 300}, {""person.id"": 35184372093350, ""score"": 100, ""friendsScore"": 300}, {""person.id"": 2199023259557, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 6597069774280, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 8796093029692, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 13194139536821, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 15393162791332, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 19791209303784, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 35184372095123, ""score"": 100, ""friendsScore"": 200}, {""person.id"": 3183, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 2199023256479, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 10995116279548, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 10995116281885, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 15393162794145, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 19791209301643, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 19791209309694, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 26388279073680, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 30786325583364, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 30786325584099, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 35184372093892, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 37383395352223, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 926, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 1511, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2835, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4503, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10556, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023256008, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023256621, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023258027, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023262708, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264336, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264658, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046514321, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046515928, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046519664, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046521109, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046521327, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069767976, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069769039, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069769811, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069771103, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069775557, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069775869, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 8796093026323, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 8796093026846, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116282474, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116282607, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116283485, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116284357, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116284830, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116286396, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116286489, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116286579, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116286881, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139533937, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139535562, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139537108, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139538636, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139538904, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139540755, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541252, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162788948, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162793038, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162794272, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162795056, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162796066, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162796547, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186046401, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186046542, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186049342, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186049596, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186050357, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186052470, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209300413, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209300418, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209300455, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209301055, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209304199, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 19791209305257, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232556253, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232556470, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232559098, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232561779, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232563317, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232563936, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255816630, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255816893, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255817674, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255819742, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255820950, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279066721, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279067586, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279067767, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279068701, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279072860, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279074283, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302322478, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302322869, ""score"": 100, ""friendsScore"": 0}]",2.166594
bi8b,14,"{""tag"": ""...Baby_One_More_Time"", ""startDate"": ""2010-06-13"", ""endDate"": ""2010-06-25""}","[{""person.id"": 4398046519825, ""score"": 1, ""friendsScore"": 300}, {""person.id"": 2199023263046, ""score"": 100, ""friendsScore"": 1}, {""person.id"": 15393162790303, ""score"": 100, ""friendsScore"": 1}, {""person.id"": 30786325583511, ""score"": 100, ""friendsScore"": 1}, {""person.id"": 2857, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046517875, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139535881, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162789996, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186046561, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186048407, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302326617, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325582567, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325584481, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325588266, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 32985348836020, ""score"": 100, ""friendsScore"": 0}]",0.289489
bi8b,15,"{""tag"": ""1919_Eternal"", ""startDate"": ""2010-06-10"", ""endDate"": ""2010-06-21""}","[{""person.id"": 4398046519642, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302325820, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 3903, ""score"": 1, ""friendsScore"": 0}]",0.071924
bi8b,16,"{""tag"": ""100th_Window"", ""startDate"": ""2010-06-24"", ""endDate"": ""2010-07-08""}","[{""person.id"": 4398046519871, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046520714, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116287290, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264490, ""score"": 1, ""friendsScore"": 0}]",0.114181
bi8b,17,"{""tag"": ""19th_Nervous_Breakdown"", ""startDate"": ""2010-06-24"", ""endDate"": ""2010-07-08""}","[{""person.id"": 1057, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10611, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069770155, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139539107, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186050065, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.100629
bi8b,18,"{""tag"": ""1919_Eternal"", ""startDate"": ""2010-06-16"", ""endDate"": ""2010-06-29""}","[{""person.id"": 4398046519642, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302325820, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 3903, ""score"": 1, ""friendsScore"": 0}]",0.080027
bi8b,19,"{""tag"": ""1969:_The_Velvet_Underground_Live"", ""startDate"": ""2010-06-26"", ""endDate"": ""2010-07-09""}","[{""person.id"": 10995116286117, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255816711, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279071115, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372095201, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 1497, ""score"": 1, ""friendsScore"": 0}]",0.062533
bi8b,20,"{""tag"": ""100_Years"", ""startDate"": ""2010-06-21"", ""endDate"": ""2010-07-04""}","[{""person.id"": 8796093022378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279069292, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.088265
bi8b,21,"{""tag"": ""1962–1966"", ""startDate"": ""2010-06-09"", ""endDate"": ""2010-06-23""}","[{""person.id"": 4398046514874, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162791594, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302323109, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302327717, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372094729, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023259320, ""score"": 1, ""friendsScore"": 0}]",0.104880
bi8b,22,"{""tag"": ""10.000_Nights_of_Thunder"", ""startDate"": ""2010-06-12"", ""endDate"": ""2010-06-22""}","[{""person.id"": 10556, ""score"": 101, ""friendsScore"": 0}, {""person.id"": 15393162794465, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 32985348842600, ""score"": 100, ""friendsScore"": 0}]",0.070740
bi8b,23,"{""tag"": ""1_Thing"", ""startDate"": ""2010-06-16"", ""endDate"": ""2010-06-29""}","[{""person.id"": 10995116277782, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 26388279075244, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 2199023259163, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069775364, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116282169, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139538587, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541560, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232556461, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325579616, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 32985348838860, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372090065, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264940, ""score"": 1, ""friendsScore"": 0}]",0.280682
bi8b,24,"{""tag"": ""100_Years"", ""startDate"": ""2010-06-22"", ""endDate"": ""2010-07-02""}","[{""person.id"": 8796093022378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279069292, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.092695
bi8b,25,"{""tag"": ""19th_Nervous_Breakdown"", ""startDate"": ""2010-06-27"", ""endDate"": ""2010-07-07""}","[{""person.id"": 1057, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10611, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069770155, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139539107, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186050065, ""score"": 100, ""friendsScore"": 0}]",0.052548
bi8b,26,"{""tag"": ""1_Thing"", ""startDate"": ""2010-06-11"", ""endDate"": ""2010-06-24""}","[{""person.id"": 10995116277782, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 26388279075244, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 2199023259163, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069775364, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116282169, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139538587, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541560, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232556461, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325579616, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 32985348838860, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372090065, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264940, ""score"": 1, ""friendsScore"": 0}]",0.259542
bi8b,27,"{""tag"": ""1962–1966"", ""startDate"": ""2010-06-08"", ""endDate"": ""2010-06-20""}","[{""person.id"": 4398046514874, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162791594, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302323109, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302327717, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372094729, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023259320, ""score"": 1, ""friendsScore"": 0}]",0.098620
bi8b,28,"{""tag"": ""1_Thing"", ""startDate"": ""2010-06-12"", ""endDate"": ""2010-06-22""}","[{""person.id"": 10995116277782, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 26388279075244, ""score"": 100, ""friendsScore"": 100}, {""person.id"": 2199023259163, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069775364, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10995116282169, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139538587, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541560, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 21990232556461, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325579616, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 32985348838860, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372090065, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023264940, ""score"": 1, ""friendsScore"": 0}]",0.253369
bi8b,29,"{""tag"": ""100_Years"", ""startDate"": ""2010-06-23"", ""endDate"": ""2010-07-05""}","[{""person.id"": 8796093022378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279069292, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.079862
bi8b,30,"{""tag"": ""1962–1966"", ""startDate"": ""2010-06-10"", ""endDate"": ""2010-06-21""}","[{""person.id"": 4398046514874, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 15393162791594, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302323109, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302327717, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372094729, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023259320, ""score"": 1, ""friendsScore"": 0}]",0.096852
bi8b,31,"{""tag"": ""1919_Eternal"", ""startDate"": ""2010-06-15"", ""endDate"": ""2010-06-26""}","[{""person.id"": 4398046519642, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302325820, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 3903, ""score"": 1, ""friendsScore"": 0}]",0.066028
bi8b,32,"{""tag"": ""12_X_5"", ""startDate"": ""2010-06-13"", ""endDate"": ""2010-06-25""}","[{""person.id"": 5378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069769230, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541252, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 37383395348655, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 474, ""score"": 1, ""friendsScore"": 0}]",0.067385
bi8b,33,"{""tag"": ""19th_Nervous_Breakdown"", ""startDate"": ""2010-06-26"", ""endDate"": ""2010-07-09""}","[{""person.id"": 1057, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 10611, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069770155, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139539107, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 17592186050065, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.090755
bi8b,34,"{""tag"": ""1919_Eternal"", ""startDate"": ""2010-06-14"", ""endDate"": ""2010-06-28""}","[{""person.id"": 4398046519642, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302325820, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 3903, ""score"": 1, ""friendsScore"": 0}]",0.072181
bi8b,35,"{""tag"": ""100_Years"", ""startDate"": ""2010-06-20"", ""endDate"": ""2010-07-01""}","[{""person.id"": 8796093022378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279069292, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.086911
bi8b,36,"{""tag"": ""1919_Eternal"", ""startDate"": ""2010-06-12"", ""endDate"": ""2010-06-22""}","[{""person.id"": 4398046519642, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 28587302325820, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 3903, ""score"": 1, ""friendsScore"": 0}]",0.069316
bi8b,37,"{""tag"": ""1967–1970"", ""startDate"": ""2010-06-24"", ""endDate"": ""2010-07-08""}","[{""person.id"": 13194139538540, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 30786325588330, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 4398046517881, ""score"": 1, ""friendsScore"": 0}]",0.091073
bi8b,38,"{""tag"": ""10,000_Days"", ""startDate"": ""2010-06-25"", ""endDate"": ""2010-07-06""}",[],0.002256
bi8b,39,"{""tag"": ""12_X_5"", ""startDate"": ""2010-06-09"", ""endDate"": ""2010-06-23""}","[{""person.id"": 5378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069769230, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541252, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 37383395348655, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 474, ""score"": 1, ""friendsScore"": 0}]",0.068826
bi8b,40,"{""tag"": ""100_Years"", ""startDate"": ""2010-06-24"", ""endDate"": ""2010-07-08""}","[{""person.id"": 8796093022378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279069292, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 2199023261531, ""score"": 1, ""friendsScore"": 0}]",0.081195
bi8b,41,"{""tag"": ""12_X_5"", ""startDate"": ""2010-06-12"", ""endDate"": ""2010-06-22""}","[{""person.id"": 5378, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 6597069769230, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 13194139541252, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 37383395348655, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 474, ""score"": 1, ""friendsScore"": 0}]",0.068072
bi8b,42,"{""tag"": ""1969:_The_Velvet_Underground_Live"", ""startDate"": ""2010-06-25"", ""endDate"": ""2010-07-06""}","[{""person.id"": 10995116286117, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255816711, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279071115, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372095201, ""score"": 100, ""friendsScore"": 0}]",0.041350
bi8b,43,"{""tag"": ""1969:_The_Velvet_Underground_Live"", ""startDate"": ""2010-06-27"", ""endDate"": ""2010-07-07""}","[{""person.id"": 10995116286117, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 24189255816711, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 26388279071115, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 35184372095201, ""score"": 100, ""friendsScore"": 0}, {""person.id"": 1497, ""score"": 1, ""friendsScore"": 0}]",0.052192
